id,original_title,website,final_company_name,ai_first_sentence,email,phone,city,category
616,hr-bau s.r.o.,https://www.hr-bau.net/,Hr Bau,"Dobrý deň. Páči sa mi, že v Hr Bau sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 944 593 968,,Stavebná firma
617,Domibau,,Domibau,"Dobrý deň. Páči sa mi, že v Domibau sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 907 737 057,,Spoločnosť pre zemné a výkopové práce
618,Stoppool,http://www.stoppool.sk/,Stoppool,"Dobrý deň. Páči sa mi, že v Stoppool sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 949 530 011,,Stavebná firma
619,T&T&T,,T&T&T,"Dobrý deň. Páči sa mi, že v T&T&T sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 908 703 984,Leľa,Konštrukcia striech
620,"Dunag, s.r.o.",,"Dunag,","Dobrý deň. Páči sa mi, že v Dunag, sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 36/752 45 17,Štúrovo,Konštrukcia striech
621,"Strechy, Altánky - Štefan Bútora",,"Strechy, Altánky","Dobrý deň. Páči sa mi, že v Strechy, Altánky sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 908 727 303,Veľké Ludince,Konštrukcia striech
622,NIKIN s.r.o.,http://www.nikin.sk/,Nikin,"Dobrý deň. Páči sa mi, že v Nikin sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 907 636 484,Bajč,Konštrukcia striech
623,Sebők Strechy s.r.o.,,Sebők Strechy,"Dobrý deň. Páči sa mi, že v Sebők Strechy sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 950 570 043,Chotín,Konštrukcia striech
624,Miroslav Mikulec,,Miroslav Mikulec,"Dobrý deň. Páči sa mi, že v Miroslav Mikulec sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 908 747 653,Nesvady,Konštrukcia striech
625,Jozef Haláši - Maksvel,,Jozef Haláši,"Dobrý deň. Páči sa mi, že v Jozef Haláši sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 36/773 91 81,Nýrovce,Konštrukcia striech
626,"Strechy Bartko - Stavba strechy na kľúč | Montáž krovu | Oprava, výmena a rekonštrukcia strechy | Klampiarske práce",https://www.strechybartko.sk/,Strechybartko,"Dobrý deň. Páči sa mi, že v Strechybartko sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 911 241 092,Trenčín,Konštrukcia striech
627,Attila Rózsás - Ró - Klamp,,Attila Rózsás,"Dobrý deň. Páči sa mi, že v Attila Rózsás sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 456 740,Hurbanovo,Konštrukcia striech
628,Milan Drapák,,Milan Drapák,"Dobrý deň. Páči sa mi, že v Milan Drapák sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 560 198,Dolný Ohaj,Konštrukcia striech
629,Belatti s.r.o.,http://www.belatti.sk/,Belatti,"Dobrý deň. Páči sa mi, že v Belatti sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 903 263 248,Komárno,Konštrukcia striech
630,SUPER STRECHY s.r.o.,http://www.superstrechy.sk/,Superstrechy,"Dobrý deň. Páči sa mi, že v Superstrechy sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 907 951 840,Nitra,Konštrukcia striech
631,"RENOVIA STRECHY, s. r. o.",https://www.renoviastrechy.sk/,Renoviastrechy,"Dobrý deň. Páči sa mi, že v Renoviastrechy sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 947 915 243,Bratislava II,Konštrukcia striech
632,Gaidoš realizácia striech s. r. o.,https://gaidos.sk/,Gaidos,"Dobrý deň. Páči sa mi, že v Gaidos sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 949 478 680,Nové Mesto nad Váhom,Konštrukcia striech
633,Klampiarske práce,http://klampiarske-prace.eu/kontakty/,Klampiarske Prace,"Dobrý deň. Páči sa mi, že v Klampiarske Prace sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 911 251 335,Petržalka,Konštrukcia striech
634,Fermont - Sunega,,Fermont,"Dobrý deň. Páči sa mi, že v Fermont sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 35/658 93 64,Veľké Lovce,Konštrukcia striech
635,Juraj Brezovan - betónové striešky,http://www.betonovestriesky.com/,Betonovestriesky,"Dobrý deň. Páči sa mi, že v Betonovestriesky sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 911 634 204,"Janíkovce, Nitra",Betonáreň
636,LASBETON ®️,https://lasbeton.sk/,Lasbeton,"Dobrý deň. Páči sa mi, že v Lasbeton sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 904 198 777,Senec,Výrobca
637,VIBROBETON,https://www.ploty-striesky-zilina.sk/kontakt,Ploty Striesky Zilina,"Dobrý deň. Páči sa mi, že v Ploty Striesky Zilina sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 917 972 621,Žilina,Stavebniny
638,Prístrešky striešky z Lexanu brány ploty Levice,http://www.rzdesign.sk/kontakt.htm,Rzdesign,"Dobrý deň. Páči sa mi, že v Rzdesign sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 908 856 649,Starý Tekov,
639,Štefan Horváth - Murárske práce,,Štefan Horváth,"Dobrý deň. Páči sa mi, že v Štefan Horváth sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 902 211 669,Gbelce,Dodávateľ
640,Arpád Vida,,Arpád Vida,"Dobrý deň. Páči sa mi, že v Arpád Vida sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 918 573 189,Marcelová,Murárske práce
641,Murárske práce Prievidza,,Murárske práce Prievidza,"Dobrý deň. Páči sa mi, že v Murárske práce Prievidza sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 918 683 559,Prievidza,Dodávateľ
642,Murárske práce,,Murárske práce,"Dobrý deň. Páči sa mi, že v Murárske práce sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 910 676 472,Dubové,Dodávateľ
643,Murárske práce,http://www.murarskeprace.com/kontakt,Murarskeprace,"Dobrý deň. Páči sa mi, že v Murarskeprace sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 908 715 804,"Chrenová, Nitra",Dodávateľ
644,Strešné Centrum Horša,http://www.strechyhorsa.sk/,Strechyhorsa,"Dobrý deň. Páči sa mi, že v Strechyhorsa sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 917 664 486,"Levice, časť Horša",Stavebná firma
645,ASTRECH s.r.o. | Strešné centrum Naša strecha | Strešná krytina - široký výber | Montáž striech,https://www.nasastrecha.sk/,Nasastrecha,"Dobrý deň. Páči sa mi, že v Nasastrecha sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 902 051 929,"Kráľová, Modra",Obchod so strešnými potrebami
646,Strešné krytiny BEJZ s.r.o.,http://www.strechybejz.sk/,Strechybejz,"Dobrý deň. Páči sa mi, že v Strechybejz sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 949 636 264,Moravský Svätý Ján,Obchod so strešnými potrebami
647,Marián Brezánsky,http://www.stresnesystemy.sk/,Stresnesystemy,"Dobrý deň. Páči sa mi, že v Stresnesystemy sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 293 427,Hul,Dodávateľ
648,BMI Bramac | škridla a strešné krytiny,http://www.bramac.sk/,Bramac,"Dobrý deň. Páči sa mi, že v Bramac sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 37/692 00 00,Ivanka pri Nitre,Dodávateľ stavebných materiálov
649,VESTO | Väzníkové krovy a strešné krytiny Bardejov,http://www.vesto.sk/,Vesto,"Dobrý deň. Páči sa mi, že v Vesto sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 904 536 141,Hertník,Výrobca
650,Strešné Krytiny,,Strešné Krytiny,"Dobrý deň. Páči sa mi, že v Strešné Krytiny sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 36/631 63 93,Levice,Stavebniny
651,Ing. Miloš Juhás - Ľahké strešné krytiny,https://www.stresnekrytiny.sk/,Stresnekrytiny,"Dobrý deň. Páči sa mi, že v Stresnekrytiny sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 598 924,Jarok,Stavebniny
652,"JC, s.r.o. - plechové strešné krytiny",https://www.stresneplechy.sk/,Stresneplechy,"Dobrý deň. Páči sa mi, že v Stresneplechy sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 915 273 158,Vranov nad Topľou,Obchod so strešnými potrebami
653,"Blachotrapez, s.r.o.",https://www.blachotrapez.sk/,Blachotrapez,"Dobrý deň. Páči sa mi, že v Blachotrapez sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 911 950 263,Ivanka pri Nitre,Obchod so strešnými potrebami
654,Blach Stav s.r.o. 🏠 | Strešné centrum |,http://www.blachstav.sk/,Blachstav,"Dobrý deň. Páči sa mi, že v Blachstav sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 948 484 118,Pezinok,Stavebniny
655,Strechy Mészároš,https://www.strechy-levice.sk/,Strechy Levice,"Dobrý deň. Páči sa mi, že v Strechy Levice sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 918 249 832,"Kalnica, Kalná nad Hronom",Obchod so strešnými potrebami
656,TÉTTO STRECHA spol. s.r.o.,,TÉTTO STRECHA spol.,"Dobrý deň. Páči sa mi, že v TÉTTO STRECHA spol. sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 915 923,Nové Zámky,Stavebniny
657,STRECHY BRATH s.r.o.,https://www.strechybrath.sk/,Strechybrath,"Dobrý deň. Páči sa mi, že v Strechybrath sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 940 614 006,"Chrenová, Nitra",Obchod so strešnými potrebami
658,BigMat MEDOP,http://zastresime.sk/,Zastresime,"Dobrý deň. Páči sa mi, že v Zastresime sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 37/654 12 41,"Dolné Krškany, Nitra",Dodávateľ stavebných materiálov
659,STRECHANET s.r.o.,https://www.strechanet.sk/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,Strechanet,"Dobrý deň. Páči sa mi, že v Strechanet sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 911 300 660,Vígľaš,Stavebniny
660,"Strechy Košice, s.r.o.",http://www.strechykosice.sk/,Strechykosice,"Dobrý deň. Páči sa mi, že v Strechykosice sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 902 177 963,Lorinčík,Konštrukcia striech
661,Oprava Strechy,https://bruyo.sk/,Bruyo,"Dobrý deň. Páči sa mi, že v Bruyo sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 903 460 595,Bratislava,Firemná kancelária
662,SEDIR s.r.o. - Stavba drevených konštrukcií,https://sedir.sk/,Sedir,"Dobrý deň. Páči sa mi, že v Sedir sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 948 743 653,"Pri Bani, Nové Zámky",Konštrukcia striech
663,Oprava plochej strechy - HINDICKÝ HYDROIZOLÁCIE s.r.o.,http://www.hindickyhydroizolacie.sk/,Hindickyhydroizolacie,"Dobrý deň. Páči sa mi, že v Hindickyhydroizolacie sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 918 755 069,Šurany,Stavebné služby
664,Strechy Spiš,https://www.strechy-spis.sk/,Strechy Spis,"Dobrý deň. Páči sa mi, že v Strechy Spis sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 902 194 644,Spišská Nová Ves-Tarča,Konštrukcia striech
665,StrechySC s.r.o.,http://www.strechysc.sk/,Strechysc,"Dobrý deň. Páči sa mi, že v Strechysc sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 908 186 129,Senec,Stavebná firma
666,Renovacia striech s.r.o.,https://www.renovaciastriech.sk/,Renovaciastriech,"Dobrý deň. Páči sa mi, že v Renovaciastriech sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 944 223 735,Spišská Teplica,Stavebná firma
667,Obnova striech,http://www.obnovastriech.sk/,Obnovastriech,"Dobrý deň. Páči sa mi, že v Obnovastriech sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 911 996 127,Soblahov,Renovátor
668,Strechstav a píla s.r.o.,http://www.strechyrv.sk/,Strechyrv,"Dobrý deň. Páči sa mi, že v Strechyrv sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 915 876 137,Čučma,Konštrukcia striech
669,Strechy Okoč - ARRI s.r.o.,https://www.strechyokoc.sk/,Strechyokoc,"Dobrý deň. Páči sa mi, že v Strechyokoc sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 746 124,Okoč,Obchod
670,Takács – izolácia plochých striech,http://izolacieplochychstriech.sk/kontakt/,Izolacieplochychstriech,"Dobrý deň. Páči sa mi, že v Izolacieplochychstriech sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 948 392 910,"Pri Bani, Nové Zámky",Dodávateľ
671,Krovy na mieru s.r.o.,http://www.ga-krovy.sk/,Ga Krovy,"Dobrý deň. Páči sa mi, že v Ga Krovy sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 280 185,Kajal,Obchod so strešnými potrebami
672,HAGARA – JULINEK,https://h-j.sk/kontakt/,H J,"Dobrý deň. Páči sa mi, že v H J sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 948 788 384,Nové Zámky,Stavebniny
673,KONTRAKTING KROV HROU s.r.o.,https://kontrakting.sk/,Kontrakting,"Dobrý deň. Páči sa mi, že v Kontrakting sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 907 725 522,Žilina,Staviteľ zrubových domov
674,"TECTUM NOVUM, a.s.",https://www.tectum.sk/,Tectum,"Dobrý deň. Páči sa mi, že v Tectum sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 318 034,Zemné,Stavebná firma
675,KON-Truss s.r.o. - WOLF System s.r.o.,https://www.kon-truss.sk/,Kon Truss,"Dobrý deň. Páči sa mi, že v Kon Truss sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 911 772 643,Galanta,Stavebná firma
676,BigMat MEDOP - výroba väzníkových konštrukcí,http://www.vyrobavaznikov.sk/,Vyrobavaznikov,"Dobrý deň. Páči sa mi, že v Vyrobavaznikov sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 792 957,"Mlynárce, Lužianky",Výrobca
677,"Techwood s.r.o. - Krovy, strechy - výroba",https://www.techwood.sk/,Techwood,"Dobrý deň. Páči sa mi, že v Techwood sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 948 381 081,"Žilinská Lehota, Žilina",Výrobca nosníkov
678,"KONTRAKTING KROV HROU, s.r.o.",,"KONTRAKTING KROV HROU,","Dobrý deň. Páči sa mi, že v KONTRAKTING KROV HROU, sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,,Liptovský Mikuláš,
679,KROVY s.r.o.,http://www.krovy.sk/,Krovy,"Dobrý deň. Páči sa mi, že v Krovy sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 417 868,Lukavica,Konštrukcia striech
680,abývame s.r.o.,,abývame,"Dobrý deň. Páči sa mi, že v abývame sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 948 857 794,,Stavby rodinných domov
681,Krovy Velebný,http://www.krovyvelebny.sk/,Krovyvelebny,"Dobrý deň. Páči sa mi, že v Krovyvelebny sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 529 737,Kuchyňa,Píla
682,"Väznikové krovy, väznikové strechy Prešov",,"Väznikové krovy, väznikové strechy Prešov","Dobrý deň. Páči sa mi, že v Väznikové krovy, väznikové strechy Prešov sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 918 051 630,Prešov,Stavebná firma
683,Trusstek s. r.o.,http://trusstek.sk/,Trusstek,"Dobrý deň. Páči sa mi, že v Trusstek sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 911 216 118,Rimavská Sobota,Konštrukcia striech
684,"TopWood, s.r.o. - výroba krovov a stavebného reziva",https://www.topwood.sk/,Topwood,"Dobrý deň. Páči sa mi, že v Topwood sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 391 105,Pata,Spracovateľ stavebného dreva
685,KROV-STAV Pila Varin,,KROV-STAV Pila Varin,"Dobrý deň. Páči sa mi, že v KROV-STAV Pila Varin sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 695 521,"Koňhora, Varín",Píla
686,KASPER SK s.r.o.,http://vaznikykasper.sk/,Vaznikykasper,"Dobrý deň. Páči sa mi, že v Vaznikykasper sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 948 258 382,Senec,Výrobca nosníkov
687,PorTec,https://portec.sk/,Portec,"Dobrý deň. Páči sa mi, že v Portec sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 722 430,Veličná,Výrobca
688,"Roofing, s.r.o. Klampiarske práce",http://www.roofing.sk/,Roofing,"Dobrý deň. Páči sa mi, že v Roofing sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 948 522 141,Veličná,Remeslá
689,"Roofing, s.r.o. strešné centrum",http://www.vsetkoprestrechu.sk/,Vsetkoprestrechu,"Dobrý deň. Páči sa mi, že v Vsetkoprestrechu sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 948 522 141,Veličná,Stavebniny
690,"SKP Plus, Potošňák Štefan",http://klampiar.eu/,Klampiar,"Dobrý deň. Páči sa mi, že v Klampiar sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 55/678 36 39,Košice,Dodávateľ plechov
691,HAKLNER klampiarstvo,http://www.haklner.sk/,Haklner,"Dobrý deň. Páči sa mi, že v Haklner sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 908 857 707,Kráľová nad Váhom,Stavebná firma
692,Izol L&M,https://izollm.sk/,Izollm,"Dobrý deň. Páči sa mi, že v Izollm sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 949 373 175,Koš,Dodávateľ plechov
693,Imrex Holding s.r.o.,http://www.imrex.sk/,Imrex,"Dobrý deň. Páči sa mi, že v Imrex sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 903 801 690,"Priemyselný obvod, Prievidza",Stavebná firma
694,Strechy Orava s.r.o,https://www.facebook.com/profile.php?id=100065239322185,Facebook,"Dobrý deň. Páči sa mi, že v Facebook sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 908 223 867,Rabča,Konštrukcia striech
695,Zoltán Molnár - IZOLI s.r.o.,http://www.izoli.sk/,Izoli,"Dobrý deň. Páči sa mi, že v Izoli sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 31/771 51 82,"Veča, Šaľa",Dodávateľ izolácie
696,Jozef Poništ – STREŠNÉ CENTRUM,https://www.ponist.sk/,Ponist,"Dobrý deň. Páči sa mi, že v Ponist sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 904 886 934,Veľké Dvorany,Stavebná firma
697,SPOKOSTAV s.r.o. STAVBY PRE VAŠU SPOKOJNOSŤ,https://spokostav.eu/sk,Spokostav,"Dobrý deň. Páči sa mi, že v Spokostav sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 917 949 100,Novoť,Stavebná firma
698,Drahomír Majerhofer,http://www.izolacia-strechy.sk/,Izolacia Strechy,"Dobrý deň. Páči sa mi, že v Izolacia Strechy sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 109 802,Livinské Opatovce,Dodávateľ izolácie
699,Ján Lušnák,https://strechyjanko.sk/,Strechyjanko,"Dobrý deň. Páči sa mi, že v Strechyjanko sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 902 235 526,Kotešová,Konštrukcia striech
700,František Bajnovič ml. - strechárske a klampiarske práce,,František Bajnovič ml.,"Dobrý deň. Páči sa mi, že v František Bajnovič ml. sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 911 807 811,Horný Pial,Dodávateľ
701,Klampiarstvo,https://klampiarstvo.info/,Klampiarstvo,"Dobrý deň. Páči sa mi, že v Klampiarstvo sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 908 768 645,Petržalka,Konštrukcia striech
702,Firma Lenčéš - Klampiarstvo - Predajňa,,Firma Lenčéš,"Dobrý deň. Páči sa mi, že v Firma Lenčéš sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 903 462 947,"Pri Bani, Nové Zámky",Kominárske služby
703,Ján Klimo - klampiarske a pokrývačské práce striech,,Ján Klimo,"Dobrý deň. Páči sa mi, že v Ján Klimo sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 915 746 313,Liptovský Mikuláš,Obchod
704,KOM - TRADE SK spol. s r.o.,http://www.komtrade.sk/,Komtrade,"Dobrý deň. Páči sa mi, že v Komtrade sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 918 738 263,Komárno-Malá Iža,Obchod so strešnými potrebami
705,Klampiarske centrum PALLO s. r. o.,https://klampiarskecentrum.sk/,Klampiarskecentrum,"Dobrý deň. Páči sa mi, že v Klampiarskecentrum sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 948 996 211,Prešov,Stavebná firma
706,Miroslav Gál MG práce,http://www.mgprace.sk/,Mgprace,"Dobrý deň. Páči sa mi, že v Mgprace sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 944 949 913,,Stavby rodinných domov
707,"KLAMPPLAST BJ, s.r.o.",http://www.klamp-plast.sk/,Klamp Plast,"Dobrý deň. Páči sa mi, že v Klamp Plast sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 911 925 657,Bardejov,Konštrukcia striech
708,P&P Klampiarstvo - Ján Pokorný,http://www.klampiar.com/,Klampiar,"Dobrý deň. Páči sa mi, že v Klampiar sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 903 239 580,Ivanka pri Dunaji,Konštrukcia striech
709,BG-Graspointner,http://www.bg-graspointner.com/,Bg Graspointner,"Dobrý deň. Páči sa mi, že v Bg Graspointner sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 34/797 96 22,Kuchyňa,Výrobca
710,Ľuboš Zajiček,,Ľuboš Zajiček,"Dobrý deň. Páči sa mi, že v Ľuboš Zajiček sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 903 261 455,Bánov,
711,Prelivové žľaby,,Prelivové žľaby,"Dobrý deň. Páči sa mi, že v Prelivové žľaby sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 903 475 328,Pezinok,Stavebniny
712,L&L izolklamp s.r.o.,https://finstat.sk/50765922,Finstat,"Dobrý deň. Páči sa mi, že v Finstat sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 907 508 342,Rybník,Obchod s potrebami pre inštalatérov
713,Princz Strechy,,Princz Strechy,"Dobrý deň. Páči sa mi, že v Princz Strechy sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 915 419 294,Šávoľ,Stavebná firma
714,STRECHY-POS,http://www.strechy-pos.sk/,Strechy Pos,"Dobrý deň. Páči sa mi, že v Strechy Pos sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 944 096 671,Hlohovec,Konštrukcia striech
715,Roman Halaj - Strechy HALBEN,http://www.strechyhalben.sk/,Strechyhalben,"Dobrý deň. Páči sa mi, že v Strechyhalben sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 37/631 84 02,Žirany,Konštrukcia striech
716,STRECHY DARFÁŠ s.r.o.,https://strechydarfas.sk/,Strechydarfas,"Dobrý deň. Páči sa mi, že v Strechydarfas sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 917 669 074,Dolné Otrokovce,Konštrukcia striech
717,STRECHY GIĽÁK s.r.o,http://www.strechygilak.sk/,Strechygilak,"Dobrý deň. Páči sa mi, že v Strechygilak sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 905 725 830,"Mier, Spišská Nová Ves",Stavebná firma
718,Rydzi - Stavebné Klampiarstvo,,Rydzi,"Dobrý deň. Páči sa mi, že v Rydzi sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 33/742 57 75,Hlohovec,
719,"Klampiarstvo, S.r.o.",,"Klampiarstvo,","Dobrý deň. Páči sa mi, že v Klampiarstvo, sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 903 219 438,Nové Zámky,Obchod
720,Klampiarstvo - Richard Gál,,Klampiarstvo,"Dobrý deň. Páči sa mi, že v Klampiarstvo sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 903 302 999,Veľké Úľany,Stavebné služby
721,Klampiarstvo - plechové strechy,,Klampiarstvo,"Dobrý deň. Páči sa mi, že v Klampiarstvo sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 915 166 880,Trnava,Stavebná firma
722,MK Klampiarstvo,http://strechy-krytiny.sk/,Strechy Krytiny,"Dobrý deň. Páči sa mi, že v Strechy Krytiny sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 908 700 185,Vysoká pri Morave,Stavebné služby
723,Stavebné klampiarstvo - Telúch Marian,,Stavebné klampiarstvo,"Dobrý deň. Páči sa mi, že v Stavebné klampiarstvo sa venujete poskytovaniu kvalitných služieb a produktov pre Vašich zákazníkov.",,+421 908 921 095,Veľký Krtíš,
