id,original_title,website,final_company_name,ai_first_sentence,email,phone,city,category
672,HAGARA – JULINEK,https://h-j.sk/kontakt/,H J,"Dobrý deň. Páči sa mi, že v H J sa špecializujete na výrobu a realizáciu stavieb z dreva.",,+421 948 788 384,Nové Zámky,Stavebniny
673,KONTRAKTING KROV HROU s.r.o.,https://kontrakting.sk/,Kontrakting,"Dobrý deň. Páči sa mi, že v Kontrakting sa špecializujete na výrobu a montáž drevených konštrukcií.",,+421 907 725 522,Žilina,Staviteľ zrubových domov
674,"TECTUM NOVUM, a.s.",https://www.tectum.sk/,Tectum,"Dobrý deň. Páči sa mi, že v Tectum sa špecializujete na projektovanie.",,+421 905 318 034,Zemné,Stavebná firma
675,KON-Truss s.r.o. - WOLF System s.r.o.,https://www.kon-truss.sk/,Kon Truss,"Dobrý deň. Páči sa mi, že v Kon Truss sa špecializujete na projekciu.",,+421 911 772 643,Galanta,Stavebná firma
676,BigMat MEDOP - výroba väzníkových konštrukcí,http://www.vyrobavaznikov.sk/,Vyrobavaznikov,"Dobrý deň. Páči sa mi, že v Vyrobavaznikov sa špecializujete na výrobu väzníkových krovov a strešných konštrukcií na.",,+421 905 792 957,"Mlynárce, Lužianky",Výrobca
677,"Techwood s.r.o. - Krovy, strechy - výroba",https://www.techwood.sk/,Techwood,"Dobrý deň. Páči sa mi, že v Techwood sa špecializujete na návrh.",,+421 948 381 081,"Žilinská Lehota, Žilina",Výrobca nosníkov
678,"KONTRAKTING KROV HROU, s.r.o.",,"KONTRAKTING KROV HROU,","Dobrý deň. Páči sa mi, že v KONTRAKTING KROV HROU, pôsobíte v sektore oblasti služieb.",,,Liptovský Mikuláš,
679,KROVY s.r.o.,http://www.krovy.sk/,Krovy,"Dobrý deň. Páči sa mi, že v Krovy sa špecializujete na pokrývanie rodinných domov a montáž rôznych dřevěných.",,+421 905 417 868,Lukavica,Konštrukcia striech
680,abývame s.r.o.,,abývame,"Dobrý deň. Páči sa mi, že v abývame pôsobíte v sektore Stavby rodinných domov.",,+421 948 857 794,,Stavby rodinných domov
681,Krovy Velebný,http://www.krovyvelebny.sk/,Krovyvelebny,"Dobrý deň. Páči sa mi, že v Krovyvelebny sa špecializujete na spracovanie stavebného reziva a poskytuje kvalitné a.",,+421 905 529 737,Kuchyňa,Píla
682,"Väznikové krovy, väznikové strechy Prešov",,"Väznikové krovy, väznikové strechy","Dobrý deň. Páči sa mi, že v Väznikové krovy, väznikové strechy realizujete stavebné práce a rekonštrukcie.",,+421 918 051 630,Prešov,Stavebná firma
683,Trusstek s. r.o.,http://trusstek.sk/,Trusstek,"Dobrý deň. Páči sa mi, že v Trusstek sa špecializujete na výrobu a montáž väzníkových krovov.",,+421 911 216 118,Rimavská Sobota,Konštrukcia striech
684,"TopWood, s.r.o. - výroba krovov a stavebného reziva",https://www.topwood.sk/,Topwood,"Dobrý deň. Páči sa mi, že v Topwood pôsobíte v sektore Spracovateľ stavebného dreva.",,+421 905 391 105,Pata,Spracovateľ stavebného dreva
685,KROV-STAV Pila Varin,,KROV-STAV Pila Varin,"Dobrý deň. Páči sa mi, že v KROV-STAV Pila Varin pôsobíte v sektore Píla.",,+421 905 695 521,"Koňhora, Varín",Píla
686,KASPER SK s.r.o.,http://vaznikykasper.sk/,Vaznikykasper,"Dobrý deň. Páči sa mi, že v Vaznikykasper sa špecializujete na výrobu a dodávku drevených nosných konštrukcií pre.",,+421 948 258 382,Senec,Výrobca nosníkov
687,PorTec,https://portec.sk/,Portec,"Dobrý deň. Páči sa mi, že v Portec sa špecializujete na poskytovanie klampiarskych riešení.",,+421 905 722 430,Veličná,Výrobca
688,"Roofing, s.r.o. Klampiarske práce",http://www.roofing.sk/,Roofing,"Dobrý deň. Páči sa mi, že v Roofing sa špecializujete na realizáciu striech a klampiarstvo na Slovensku.",,+421 948 522 141,Veličná,Remeslá
689,"Roofing, s.r.o. strešné centrum",http://www.vsetkoprestrechu.sk/,Vsetkoprestrechu,"Dobrý deň. Páči sa mi, že v Vsetkoprestrechu ponúkate široký sortiment strešných krytín.",,+421 948 522 141,Veličná,Stavebniny
690,"SKP Plus, Potošňák Štefan",http://klampiar.eu/,Klampiar,"Dobrý deň. Páči sa mi, že v Klampiar sa špecializujete na klampiarske práce.",,+421 55/678 36 39,Košice,Dodávateľ plechov
691,HAKLNER klampiarstvo,http://www.haklner.sk/,Haklner,"Dobrý deň. Páči sa mi, že v Haklner sa špecializujete na kvalitné stavebné klampiarstvo a výrobu nerezových komínov.",,+421 908 857 707,Kráľová nad Váhom,Stavebná firma
692,Izol L&M,https://izollm.sk/,Izollm,"Dobrý deň. Páči sa mi, že v Izollm sa špecializujete na profesionálne návrhy.",,+421 949 373 175,Koš,Dodávateľ plechov
693,Imrex Holding s.r.o.,http://www.imrex.sk/,Imrex,"Dobrý deň. Páči sa mi, že v Imrex sa špecializujete na opravy a rekonštrukcie plochých striech.",,+421 903 801 690,"Priemyselný obvod, Prievidza",Stavebná firma
694,Strechy Orava s.r.o,https://www.facebook.com/profile.php?id=100065239322185,Strechy Orava,"Dobrý deň. Páči sa mi, že v Strechy Orava sa špecializujete na komplexné riešenia krytinových systémov pre rodinné domy.",,+421 908 223 867,Rabča,Konštrukcia striech
695,Zoltán Molnár - IZOLI s.r.o.,http://www.izoli.sk/,Izoli,"Dobrý deň. Páči sa mi, že v Izoli sa zaoberáte technickými izoláciami.",,+421 31/771 51 82,"Veča, Šaľa",Dodávateľ izolácie
696,Jozef Poništ – STREŠNÉ CENTRUM,https://www.ponist.sk/,Ponist,"Dobrý deň. Páči sa mi, že v Ponist sa špecializujete na strešné krytiny.",,+421 904 886 934,Veľké Dvorany,Stavebná firma
697,SPOKOSTAV s.r.o. STAVBY PRE VAŠU SPOKOJNOSŤ,https://spokostav.eu/sk,Spokostav,"Dobrý deň. Páči sa mi, že v Spokostav sa špecializujete na realizáciu udržateľných rodinných domov.",,+421 917 949 100,Novoť,Stavebná firma
698,Drahomír Majerhofer,http://www.izolacia-strechy.sk/,Izolacia Strechy,"Dobrý deň. Páči sa mi, že v Izolacia Strechy sa špecializujete na odbornú realizáciu izolácií plochých striech.",,+421 905 109 802,Livinské Opatovce,Dodávateľ izolácie
699,Ján Lušnák,https://strechyjanko.sk/,Strechyjanko,"Dobrý deň. Páči sa mi, že v Strechyjanko sa špecializujete na klampiarske a pokrývačské práce v Žilinskom kraji.",,+421 902 235 526,Kotešová,Konštrukcia striech
700,František Bajnovič ml. - strechárske a klampiarske práce,,František Bajnovič ml.,"Dobrý deň. Páči sa mi, že v František Bajnovič ml. pôsobíte v sektore Dodávateľ.",,+421 911 807 811,Horný Pial,Dodávateľ
701,Klampiarstvo,https://klampiarstvo.info/,Klampiarstvo,"Dobrý deň. Páči sa mi, že v Klampiarstvo sa špecializujete na klampiarske.",,+421 908 768 645,Petržalka,Konštrukcia striech
702,Firma Lenčéš - Klampiarstvo - Predajňa,,Firma Lenčéš,"Dobrý deň. Páči sa mi, že v Firma Lenčéš pôsobíte v sektore Kominárske služby.",,+421 903 462 947,"Pri Bani, Nové Zámky",Kominárske služby
703,Ján Klimo - klampiarske a pokrývačské práce striech,,Ján Klimo,"Dobrý deň. Páči sa mi, že v Ján Klimo pôsobíte v sektore Obchod.",,+421 915 746 313,Liptovský Mikuláš,Obchod
704,KOM - TRADE SK spol. s r.o.,http://www.komtrade.sk/,Komtrade,"Dobrý deň. Páči sa mi, že v Komtrade pôsobíte v sektore Obchod so strešnými potrebami.",,+421 918 738 263,Komárno-Malá Iža,Obchod so strešnými potrebami
705,Klampiarske centrum PALLO s. r. o.,https://klampiarskecentrum.sk/,Klampiarskecentrum,"Dobrý deň. Páči sa mi, že v Klampiarskecentrum sa špecializujete na výrobu a montáž klampiarskych prvkov.",,+421 948 996 211,Prešov,Stavebná firma
706,Miroslav Gál MG práce,http://www.mgprace.sk/,Mgprace,"Dobrý deň. Páči sa mi, že v Mgprace pôsobíte v sektore Stavby rodinných domov.",,+421 944 949 913,,Stavby rodinných domov
707,"KLAMPPLAST BJ, s.r.o.",http://www.klamp-plast.sk/,Klamp Plast,"Dobrý deň. Páči sa mi, že v Klamp Plast sa špecializujete sa na komplexné riešenia v oblasti klampiarskych prác.",,+421 911 925 657,Bardejov,Konštrukcia striech
708,P&P Klampiarstvo - Ján Pokorný,http://www.klampiar.com/,Klampiar,"Dobrý deň. Páči sa mi, že v Klampiar sa špecializujete sa na poskytovanie profesionálnych klampiarskych služieb.",,+421 903 239 580,Ivanka pri Dunaji,Konštrukcia striech
709,BG-Graspointner,http://www.bg-graspointner.com/,Bg Graspointner,"Dobrý deň. Páči sa mi, že v Bg Graspointner pôsobíte v sektore Výrobca.",,+421 34/797 96 22,Kuchyňa,Výrobca
710,Ľuboš Zajiček,,Ľuboš Zajiček,"Dobrý deň. Páči sa mi, že v Ľuboš Zajiček pôsobíte v sektore oblasti služieb.",,+421 903 261 455,Bánov,
711,Prelivové žľaby,,Prelivové žľaby,"Dobrý deň. Páči sa mi, že v Prelivové žľaby pôsobíte v sektore Stavebniny.",,+421 903 475 328,Pezinok,Stavebniny
712,L&L izolklamp s.r.o.,https://finstat.sk/50765922,Finstat,"Dobrý deň. Páči sa mi, že v Finstat pôsobíte v sektore Obchod s potrebami pre inštalatérov.",,+421 907 508 342,Rybník,Obchod s potrebami pre inštalatérov
713,Princz Strechy,,Princz Strechy,"Dobrý deň. Páči sa mi, že v Princz Strechy realizujete stavebné práce a rekonštrukcie.",,+421 915 419 294,Šávoľ,Stavebná firma
714,STRECHY-POS,http://www.strechy-pos.sk/,Strechy Pos,"Dobrý deň. Páči sa mi, že v Strechy Pos sa špecializujete na dodávku a montáž strešných systémov.",,+421 944 096 671,Hlohovec,Konštrukcia striech
715,Roman Halaj - Strechy HALBEN,http://www.strechyhalben.sk/,Strechyhalben,"Dobrý deň. Páči sa mi, že v Strechyhalben sa špecializujete na komplexné služby v oblasti strešných riešení.",,+421 37/631 84 02,Žirany,Konštrukcia striech
716,STRECHY DARFÁŠ s.r.o.,https://strechydarfas.sk/,Strechydarfas,"Dobrý deň. Páči sa mi, že v Strechydarfas sa špecializujete na kvalitné strešné riešenia.",,+421 917 669 074,Dolné Otrokovce,Konštrukcia striech
717,STRECHY GIĽÁK s.r.o,http://www.strechygilak.sk/,Strechygilak,"Dobrý deň. Páči sa mi, že v Strechygilak realizujete stavebné práce a rekonštrukcie.",,+421 905 725 830,"Mier, Spišská Nová Ves",Stavebná firma
718,Rydzi - Stavebné Klampiarstvo,,Rydzi,"Dobrý deň. Páči sa mi, že v Rydzi pôsobíte v sektore oblasti služieb.",,+421 33/742 57 75,Hlohovec,
719,"Klampiarstvo, S.r.o.",,"Klampiarstvo,","Dobrý deň. Páči sa mi, že v Klampiarstvo, pôsobíte v sektore Obchod.",,+421 903 219 438,Nové Zámky,Obchod
720,Klampiarstvo - Richard Gál,,Klampiarstvo,"Dobrý deň. Páči sa mi, že v Klampiarstvo pôsobíte v sektore Stavebné služby.",,+421 903 302 999,Veľké Úľany,Stavebné služby
721,Klampiarstvo - plechové strechy,,Klampiarstvo,"Dobrý deň. Páči sa mi, že v Klampiarstvo realizujete stavebné práce a rekonštrukcie.",,+421 915 166 880,Trnava,Stavebná firma
722,MK Klampiarstvo,http://strechy-krytiny.sk/,Strechy Krytiny,"Dobrý deň. Páči sa mi, že v Strechy Krytiny sa špecializujete na klampiarske.",,+421 908 700 185,Vysoká pri Morave,Stavebné služby
723,Stavebné klampiarstvo - Telúch Marian,,Stavebné klampiarstvo,"Dobrý deň. Páči sa mi, že v Stavebné klampiarstvo pôsobíte v sektore oblasti služieb.",,+421 908 921 095,Veľký Krtíš,
724,Klampiar-Strechfinal klampiarstvo,http://www.klampiarstvo.sk/,Klampiarstvo,"Dobrý deň. Páči sa mi, že v Klampiarstvo sa špecializujete na klampiarske a pokrývačské práce.",,+421 948 600 882,Podunajské Biskupice-Lieskovec,Dodávateľ plechov
725,Bariny Stanislav,http://stanislavbariny.sk/,Stanislavbariny,"Dobrý deň. Páči sa mi, že v Stanislavbariny sa zameriavate na poskytovanie komplexných klampiarskych a pokrývačských služieb.",,+421 905 681 988,Šenkvice,Stavebná firma
726,Klampiarstvo Žilina | Klampiarske služby Žilinský kraj – Klampiarstvokmetik,https://klampiarstvokmetik.sk/,Klampiarstvokmetik,"Dobrý deň. Páči sa mi, že v Klampiarstvokmetik sa špecializujete na komplexné klampiarske a pokrývačské práce.",,+421 908 962 407,Lietava,Stavebné služby
727,Klampiarstvo Nitra - BOST SLOVAKIA,http://www.klampiarstvobost.sk/,Klampiarstvobost,"Dobrý deň. Páči sa mi, že v Klampiarstvobost sa zaoberáte aj montážou a dodávkou vzduchotechniky.",,+421 907 984 107,Lužianky,Zámočníctvo
728,PÚČIK strechy - altánky - klampiarstvo,http://www.strechypucik.sk/,Strechypucik,"Dobrý deň. Páči sa mi, že v Strechypucik realizujete stavebné práce a rekonštrukcie.",,+421 905 984 421,Brestovany,Stavebná firma
729,Marek Molnár,http://www.klampiar-pokryvac.sk/,Klampiar Pokryvac,"Dobrý deň. Páči sa mi, že v Klampiar Pokryvac sa špecializujete na klampiarske.",,+421 948 508 133,Stupava,Stavebná firma
730,Hydroizolácie NAĎ,,Hydroizolácie NAĎ,"Dobrý deň. Páči sa mi, že v Hydroizolácie NAĎ pôsobíte v sektore oblasti služieb.",,+421 918 697 688,"Veľká Maňa, Maňa",
731,IZOLUJ.TO - Hydroizolačné materiály,http://www.izoluj.to/,Izoluj,"Dobrý deň. Páči sa mi, že v Izoluj sa špecializujete na hydroizoláciu rôznych povrchov s cieľom zabezpečiť dlhodobú.",,+421 2/222 051 63,Valaská Belá,Dodávateľ izolácie
732,STRECHAFER s.r.o. - Hydroizolácie plochých striech,https://www.strechafer.sk/,Strechafer,"Dobrý deň. Páči sa mi, že v Strechafer sa špecializujete na hydroizolácie plochých striech s viac ako 30-ročnými.",,+421 948 606 860,Chynorany,Stavebná firma
733,Izolácia ŠN - ploché strechy,http://izolaciasn.sk/,Izolaciasn,"Dobrý deň. Páči sa mi, že v Izolaciasn sa špecializujete na hydroizoláciu plochých striech.",,+421 904 092 403,Dunajská Streda,Obchod s izolačnými materiálmi
734,"Sanizol, s.r.o.",http://www.sanizol.sk/,Sanizol,"Dobrý deň. Páči sa mi, že v Sanizol sa špecializujete na sanácie vlhkého muriva.",,+421 911 555 755,Bojnice,Stavebná firma
735,HydroizolG.K. s.r.o,https://www.hydroizolgk.sk/,Hydroizolgk,"Dobrý deň. Páči sa mi, že v Hydroizolgk ponúkate komplexné služby v oblasti hydroizolácie plochých striech.",,+421 904 442 514,"Pri Bani, Nové Zámky",Stavebné služby
736,Striekaná Purpena Levice,http://www.teplapurpena.sk/,Teplapurpena,"Dobrý deň. Páči sa mi, že v Teplapurpena sa špecializujete na kvalitné striekané izolácie.",,+421 904 556 023,Levice,Stavebná firma
737,Striekana izolácia. Hydroizolácia Nitra VIKI,http://www.viki.eu.sk/,Eu,"Dobrý deň. Páči sa mi, že v Eu sa špecializujete na poskytovanie komplexných služieb v oblasti izolácií.",,+421 903 728 995,Nitra,Stavebniny
738,PUR-protect s.r.o. Hydroizolácia Izolácia Tepelná Izolácia Ploché Rovné Strechy Oprava Renovácia Sanácia Čistenie Striech,https://www.pur-protect.sk/%20%20%20https://www.pur-protect.de/,Pur Protect,"Dobrý deň. Páči sa mi, že v Pur Protect pôsobíte v sektore Hydroizolačná firma.",,+421 948 226 007,"Opatovce, Žitavany",Hydroizolačná firma
739,Marián Stanický,https://hydroizolacie-ms.sk/,Hydroizolacie Ms,"Dobrý deň. Páči sa mi, že v Hydroizolacie Ms sa špecializujete na komplexné hydroizolácie striech a základov s dôrazom.",,+421 903 212 695,"Šaštín, Šaštín-Stráže",Hydroizolačná firma
740,"Hydroizol, S.r.o.",https://www.hydroizol.com/,Hydroizol,"Dobrý deň. Páči sa mi, že v Hydroizol sa špecializujete na hydroizoláciu striech.",,+421 44/562 02 92,Liptovský Mikuláš,Dodávateľ izolácie
741,Hydroizol,http://www.hydroizol.sk/,Hydroizol,"Dobrý deň. Páči sa mi, že v Hydroizol sa špecializujete na predaj hydroizolačných materiálov a kontrolu tesnosti hydroizolačných.",,+421 917 476 279,Žilina,Stavebniny
742,Tipstav s.r.o.,https://www.tipstav.sk/,Tipstav,"Dobrý deň. Páči sa mi, že v Tipstav sa špecializujete na realizáciu a opravy plochých striech.",,+421 905 315 127,"Priemyselný obvod, Prievidza",Konštrukcia striech
743,Striekame - R. K. P. Falcon s. r. o.,https://www.striekame.sk/,Striekame,"Dobrý deň. Páči sa mi, že v Striekame sa špecializujete na poskytovanie komplexných riešení v oblasti hydroizolácií a.",,+421 907 960 450,Kajal,Hydroizolačná firma
744,FLEXISTAV s.r.o.,https://www.flexistav.eu/,Flexistav,"Dobrý deň. Páči sa mi, že v Flexistav sa zameriavate sa na výstavbu objektov určených na bývanie.",,+421 944 291 771,Topoľčany,Stavebná firma
745,IZOMSK s.r.o. – odborník na hydroizolácie a ploché strechy,http://www.izomsk.sk/,Izomsk,"Dobrý deň. Páči sa mi, že v Izomsk sa špecializujete na hydroizolácie a strešný servis.",,+421 948 760 620,Bratislava,Dodávateľ izolácie
746,Andrej Kekiš - AK HYDRO IZOL,https://www.akhydroizol.sk/,Akhydroizol,"Dobrý deň. Páči sa mi, že v Akhydroizol sa špecializujete na hydroizoláciu a podrezávanie muriva.",,+421 908 124 331,,Odstraňovanie následkov škôd spôsobených vodou
747,TOPSTAV É&A s.r.o.,http://www.topstavea.eu/,Topstavea,"Dobrý deň. Páči sa mi, že v Topstavea sa zameriavate na výstavbu a rekonštrukciu budov.",,+421 908 816 371,Modrany,
748,IZOKLAMP s.r.o.,http://www.izoklamp.sk/,Izoklamp,"Dobrý deň. Páči sa mi, že v Izoklamp sa špecializujete na klampiarske a izolačné práce.",,+421 903 559 348,"Dolná kapsa, Nové Zámky",Dodávateľ stavebných potrieb
749,Klampiar,,Klampiar,"Dobrý deň. Páči sa mi, že v Klampiar pôsobíte v sektore oblasti služieb.",,,Zlaté Moravce,
750,"Blachotrapez, s.r.o.",http://www.blachotrapez.sk/,Blachotrapez,"Dobrý deň. Páči sa mi, že v Blachotrapez sa zameriavate na inovatívne riešenia a technológie.",,+421 911 950 324,"Homok, Šahy",Obchod so strešnými potrebami
751,Hydroizolácie plochých striech - EZP INVEST s.r.o.,http://www.ezpinvest.sk/,Ezpinvest,"Dobrý deň. Páči sa mi, že v Ezpinvest sa zameriavate na komplexné riešenia pre ploché strechy.",,+421 905 871 078,Šurany,Hydroizolačná firma
752,IZOL-tech s. r. o.,http://www.izol-tech.sk/,Izol Tech,"Dobrý deň. Páči sa mi, že v Izol Tech sa špecializujete na hydroizoláciu a zatepľovanie plochých striech v rámci.",,+421 908 492 562,Bobrovec,Konštrukcia striech
753,NOVOIZOL - Oprava hydroizolácie plochej strechy,https://www.strechysk.sk/,Strechysk,"Dobrý deň. Páči sa mi, že v Strechysk sa špecializujete na opravy tradičných rovnakých striech.",,+421 905 553 004,Liptovský Hrádok,Stavebná firma
754,Hydroizolácie Plochých Striech Banská štiavnica,https://hydroizolacie-plochych-striech-banska-bela9.webnode.sk/,Webnode,"Dobrý deň. Páči sa mi, že v Webnode sa špecializujete na poskytovanie kvalitných služieb v oblasti hydroizolácií s.",,+421 907 575 363,Banská Belá,Hydroizolačná firma
755,ProfIZOL | Realizácia plochých striech a zemnej izolácie | Iskrová a dymová skúška,http://www.profizol.sk/,Profizol,"Dobrý deň. Páči sa mi, že v Profizol sa špecializujete na realizáciu plochých a zelených striech a poskytuje.",,+421 903 255 300,Považská Bystrica,Stavebná firma
756,Euroroof s.r.o,http://euroroof.sk/,Euroroof,"Dobrý deň. Páči sa mi, že v Euroroof realizujete svoje práce nielen na území Slovenskej republiky.",,+421 917 022 516,Pata,Hydroizolačná firma
757,IZOL s.r.o.,https://izolsro.sk/,Izolsro,"Dobrý deň. Páči sa mi, že v Izolsro sa špecializujete na ploché strechy a hydroizolačné systémy.",,+421 902 484 051,"Nitra-Párovské Háje 94901, Nitra",Hydroizolačná firma
758,Ján Švihorík,https://hydro-izolacia.sk/,Hydro Izolacia,"Dobrý deň. Páči sa mi, že v Hydro Izolacia sa špecializujete na profesionálne hydroizolácie plochých striech.",,+421 905 451 753,Pata,Stavebná firma
759,PLOCHÉ STRECHY - realizácia a opravy - Celé západné slovesko - Musil Mário,https://www.ploche-strechy-piestany.sk/,Ploche Strechy Piestany,"Dobrý deň. Páči sa mi, že v Ploche Strechy Piestany sa zameriavate na realizácie a opravy plochých striech s dlhoročnými.",,+421 915 461 856,Krakovany,Dodávateľ izolácie
760,Izolácie plochých striech Gajdoš,http://www.izolaciegajdos.sk/,Izolaciegajdos,"Dobrý deň. Páči sa mi, že v Izolaciegajdos sa špecializujete na hydroizolácie a termoizolácie plochých striech.",,+421 915 779 828,,Stavebná firma
761,Strechy MD,http://www.strechymd.sk/,Strechymd,"Dobrý deň. Páči sa mi, že v Strechymd sa špecializujete na realizáciu a rekonštrukciu plochých striech.",,+421 905 226 930,Hriňová,Stavebné služby
762,"REN, s.r.o. - Hydroizolácie strechy a spodnej stavby systémom Fatrafol",https://www.ren.sk/,Ren,"Dobrý deň. Páči sa mi, že v Ren sa špecializujete na hydroizolácie a podrezávanie muriva.",,+421 903 530 699,Rabča,Stavebná firma
763,Izolácie stavieb s.r.o - Hydroflex,http://www.hydroflex.sk/,Hydroflex,"Dobrý deň. Páči sa mi, že v Hydroflex sa zameriavate na výkon stavebnej činnosti v oblasti komplexnej výstavby.",,+421 905 543 430,Rohožník,Stavebná firma
764,Fatra Izolfa a.s.,http://www.fatrafol.sk/,Fatrafol,"Dobrý deň. Páči sa mi, že v Fatrafol ponúkate odborné školenia a podporu pre realizátorov.",,+421 905 723 780,Bratislava,Dodávateľ izolácie
765,Tecta S.r.o.,https://www.realizacia-hydroizolacii.sk/,Realizacia Hydroizolacii,"Dobrý deň. Páči sa mi, že v Realizacia Hydroizolacii sa špecializujete na komplexné služby v oblasti hydroizolácie so sídlom.",,+421 903 770 229,Banská Bystrica,Konštrukcia striech
766,HySen s. r. o.,http://www.hydroizolacie-senica.sk/,Hydroizolacie,"Dobrý deň. Páči sa mi, že v Hydroizolacie sa špecializujete na hydroizolácie plochých striech.",,+421 907 211 797,Senica,Hydroizolačná firma
767,San-Injekt s. r. o.,http://www.saninjekt.sk/,Saninjekt,"Dobrý deň. Páči sa mi, že v Saninjekt sa zameriavate sa na poskytovanie kvalitných služieb.",,+421 903 959 434,Bratislava,Dodávateľ
768,"ATRO, s.r.o.",http://atro.sk/,Atro,"Dobrý deň. Páči sa mi, že v Atro sa zameriavate na poskytovanie profesionálnych a spoľahlivých riešení pre slovenské.",,+421 908 929 342,Banská Bystrica,Stavebniny
769,IZOPLAST - Svetlík,https://www.izoplast.sk/,Izoplast,"Dobrý deň. Páči sa mi, že v Izoplast sa špecializujete na hydroizolácie plochých striech.",,+421 905 427 563,Hlohovec,Konštrukcia striech
770,BITUM s.r.o.,http://www.bitum.sk/,Bitum,"Dobrý deň. Páči sa mi, že v Bitum sa špecializujete na aplikáciu moderných hydroizolačných a injektážnych technológií.",,+421 907 831 971,"Kostivrch, Horné Hámre",Dodávateľ izolácie
771,SADROKARTÓN KOŠICE,http://www.sadrokarton-kosice.eu/,Sadrokarton Kosice,"Dobrý deň. Páči sa mi, že v Sadrokarton Kosice sa špecializujete na sadrokartónové stropy.",,+421 915 927 737,Košice,Špecialista na sádrokartónové priečky
772,AH STAV s.r.o.,https://ahstav.sk/,Ahstav,"Dobrý deň. Páči sa mi, že v Ahstav sa zaoberáte poskytovaním komplexných stavebných a renovačných služieb.",,+421 904 653 037,,Stavebná firma
773,PRO-SADRO-Profesionálne sadrokartónové systémy,http://www.pro-sadro.eu/,Pro Sadro,"Dobrý deň. Páči sa mi, že v Pro Sadro pôsobíte v sektore Špecialista na sádrokartónové priečky.",,+421 905 956 875,Gabčíkovo,Špecialista na sádrokartónové priečky
774,ArtGips - sadrokartónové systemy,http://www.artgips.sk/,Artgips,"Dobrý deň. Páči sa mi, že v Artgips sa špecializujete na dodávku a montáž sadrokartónových systémov.",,+421 908 991 882,Košice,Špecialista na sádrokartónové priečky
775,LEMARCK Slovakia s.r.o.,https://www.sadrokarton.sk/,Sadrokarton,"Dobrý deň. Páči sa mi, že v Sadrokarton sa špecializujete na dodávku a montáž sadrokartónových systémov.",,+421 905 272 672,"Dolná kapsa, Nové Zámky",Stavebniny
776,Juraj Kaderábek O & K - Gipsmont,http://www.gipsmont.sk/,Gipsmont,"Dobrý deň. Páči sa mi, že v Gipsmont sa špecializujete na inovatívne sadrokartonové systémy a kazetové stropy.",,+421 905 606 368,Nové Zámky,Špecialista na sádrokartónové priečky
777,"GIPSOL, s.r.o.",https://gipsol.sk/,Gipsol,"Dobrý deň. Páči sa mi, že v Gipsol sa zameriavate na poskytovanie kvalitných materiálov a odborného poradenstva svojim.",,+421 2/534 192 84,Ružinov,Stavebniny
778,Sadrokartónové systémy Košice,http://www.artgips.sk/-sadrokartonove-prace-kontakt,Artgips,"Dobrý deň. Páči sa mi, že v Artgips sa špecializujete na poskytovanie profesionálnych riešení v oblasti sadrokartónových systémov.",,+421 908 991 882,Košice,Stavebniny
779,Montáž sadrokartónu SDK-pro s.r.o.,http://www.sadrokartonsdkpro.sk/,Sadrokartonsdkpro,"Dobrý deň. Páči sa mi, že v Sadrokartonsdkpro sa špecializujete na profesionálnu montáž sadrokartónu.",,+421 952 262 411,Poprad,Stavebná firma
780,MONTÁŽ SADROKARTÓNU Žilina,,MONTÁŽ SADROKARTÓNU,"Dobrý deň. Páči sa mi, že v MONTÁŽ SADROKARTÓNU realizujete stavebné práce a rekonštrukcie.",,+421 903 440 365,Žilina-Vlčince,Stavebná firma
781,Montáže sadrokartónu,,Montáže sadrokartónu,"Dobrý deň. Páči sa mi, že v Montáže sadrokartónu realizujete stavebné práce a rekonštrukcie.",,+421 917 048 484,Vinohrady nad Váhom,Stavebná firma
782,Trockenbaueri - montáž sadrokartonu,http://trockenbaueri.sk/,Trockenbaueri,"Dobrý deň. Páči sa mi, že v Trockenbaueri sa špecializujete na montáž sadrokartónových systémov a kompletné interiérové prerábky.",,+421 911 862 136,Trnava,Stavebné služby
783,Lukáš Sentinek - Montáž sadrokartónu,,Lukáš Sentinek,"Dobrý deň. Páči sa mi, že v Lukáš Sentinek pôsobíte v sektore Špecialista na sádrokartónové priečky.",,+421 948 517 820,Studienka,Špecialista na sádrokartónové priečky
784,Charlie sadrokartón,https://sadrokartonar.sk/,Sadrokartonar,"Dobrý deň. Páči sa mi, že v Sadrokartonar sa špecializujete na profesionálnu montáž sadrokartónu a suchých podláh v.",,+421 940 787 299,,Stavebná firma
785,Chamraz - montáž sadrokartónu,,Chamraz,"Dobrý deň. Páči sa mi, že v Chamraz realizujete stavebné práce a rekonštrukcie.",,+421 905 606 613,Kuchyňa,Stavebná firma
786,Richard Slíž RICOSTAV,https://www.ricostav.sk/,Ricostav,"Dobrý deň. Páči sa mi, že v Ricostav pôsobíte v sektore Špecialista na sádrokartónové priečky.",,+421 903 395 891,Nitra,Špecialista na sádrokartónové priečky
787,RH Dry Mont. s.r.o,,RH Dry Mont.,"Dobrý deň. Páči sa mi, že v RH Dry Mont. pôsobíte v sektore Špecialista na sádrokartónové priečky.",,+421 910 637 147,"Sanka, Hatné",Špecialista na sádrokartónové priečky
