title,company_name_reworked,website,phone,city,category,abstract,ai_first_sentence
"Vígh - Kovovýroba, s.r.o.",Vígh,http://www.vigh.sk/,+421 31/550 82 21,Horný Bar,Dodávatelia kovových produktov,,
Kovovýroba -Kovprojekt,Kovovýroba -Kovprojekt,,+421 904 578 025,Lok,Dodávatelia kovových produktov,,
RIKOV s.r.o.,RIKOV,http://www.rikov.sk/,+421 907 636 171,Hurbanovo,Kovovýroba,,
UMELECKÁ KOVOVÝROBA,UMELECKÁ KOVOVÝROBA,,+421 35/768 32 56,Dulovce,,,
Kovostyl- Kované a Hliníkové ploty a brány,Kovostyl- Kované a Hliníkové ploty a brány,http://www.kovanabrana.sk/,+421 904 222 002,"Dolná kapsa, Nové Zámky",Zámočníctvo,,
Kovoray,Kovoray,https://www.kovoray.sk/,+421 948 865 168,Lokca,Kovovýroba,,
Drevo - Kovovýroba - Thér,Drevo,,+421 905 963 803,Nové Zámky,,,
A&M Service,A&M,,+421 917 858 355,Nýrovce,Kovovýroba,,
Kovovýroba,Kovovýroba,,+421 903 407 681,Voderady,Firemná kancelária,,
Kovovýroba Nový,Kovovýroba Nový,,+421 950 547 494,Trnávka,Kovovýroba,,
Kovovýroba - Varsa Ján,Kovovýroba,https://varsa-a-syn-s-r-o.webnode.sk/,+421 45/686 61 69,Hrabičov,,,
"Unistol, s.r.o.",Unistol,http://www.unistol.sk/,+421 36/773 82 33,Veľké Ludince,Dodávateľ garážových vrát,,
Šarmír Steel s.r.o.,Šarmír Steel,https://sarmirsteel.sk/,+421 910 381 977,Senec,Zámočníctvo,,
Výroba Brán,Výroba Brán,https://www.vyrobabran.sk/,+421 903 116 983,Cífer,Kovovýroba,,
"JUHOKOV- kované polotovary, komponenty na brány a ploty, pohony NICE a príslušenstvo brán","JUHOKOV- kované polotovary, komponenty na brány a ploty, pohony NICE a príslušenstvo brán",https://juhokov.sk/,+421 904 222 002,"Dolná kapsa, Nové Zámky",Distribútor ocele,,
Kovozvar Milan Čaplák,Kovozvar Milan Čaplák,https://kovozvarcaplak.sk/,+421 904 190 594,Hul,Dodávateľ kovov,,
"Jozef Máňa Zámočníctvo ,Hliníkové brány , Nerezové zábradlia, motorizácia brán",JOZEF,http://www.zabradlie.com/,+421 948 001 060,Rapovce,Výrobca,,
Brány Nitra,BRÁNY,http://www.brany-nitra.sk/,+421 907 508 760,Mojmírovce,Výrobca dverí,,
Kovaný plot-Kované brány,Kovaný plot-Kované brány,http://www.kovany-plot.sk/,+421 904 222 002,Bánov,Dodávatelia kovových produktov,,
LEVKOV,LEVKOV,http://www.levkov.sk/,+421 911 712 223,Levice,Dodávateľ plotov,,
BNM s.r.o.,BNM,http://www.brana-namieru.sk/,+421 915 711 156,Lieskovany,Kovovýroba,,
FK Brány,FK,http://www.fkbrany.sk/,+421 948 910 909,Cabaj - Čápor,Kovovýroba,,
Vilmarsteel - Posuvné brány,Vilmarsteel,https://www.vilmarsteel.sk/,+421 911 177 267,Dubnica nad Váhom,Zámočníctvo,,
"RVK steel - ploty, brány, zábradlia",RVK,http://www.rvksteel.sk/,+421 918 211 139,Bytča,Zámočníctvo,,
"Brány výroba, servis, montáž – Havran BS",BRÁNY,http://www.havranbs.sk/,+421 905 966 432,Banská Štiavnica,Výrobca,,
Posuvné brány - RT KOVO s.r.o.,Posuvné brány,https://www.rt-posuvnebrany.sk/,+421 904 999 187,Raková,Kovodielňa,,
Brány-ploty-kovo s.r.o.,Brány-ploty-kovo,https://www.brany-ploty-kovo.sk/,+421 911 740 338,Jánovce,Zámočníctvo,,
"Brány FENIX, s.r.o.",BRÁNY,http://www.posuvnebranyfenix.sk/,+421 907 828 548,Podhorie,Kovovýroba,,
HEINEKEN Slovensko,HEINEKEN Slovensko,http://www.heinekenslovensko.sk/,+421 35/765 41 11,Hurbanovo,Pivovar,,
AAA Geodet - Bédi,AAA,http://aaageodet.sk/,+421 35/640 08 21,Štúrovo,Geodet,,
HRMO RÓBERT Ing. - AUTORIZOVANÝ GEODET,HRMO,,+421 36/751 24 12,Štúrovo,Geodet,,
Geodetická Kancelária - Silvia Hrmová,Geodetická Kancelária,,+421 36/751 24 12,Štúrovo,Geodet,,
Ing. István Gyöpös - GEOpos,ING.,,+421 902 257 149,Bátorove Kosihy,Geodet,,
Eliner s.r.o,Eliner,,+421 911 555 376,Štúrovo,Stavebný ekonóm,,
GEODET - ROSKO RÓBERT,GEODET,,+421 905 626 897,Nové Zámky,Zememerač,,
GEODET,GEODET,,+421 915 816 003,Slovenský Grob,Geodet,,
GEODET-KA s. r. o.,GEODET-KA,http://geodetka.sk/,+421 905 353 627,"Okoličné, Liptovský Mikuláš",Geodet,,
Geo-group,Geo-group,http://www.geo-group.sk/,+421 902 256 967,Nové Zámky,Geodet,,
Geodetická kancelária MMGEO plus s.r.o. - Mihály a syn,Geodetická kancelária MMGEO plus,http://topcon.sk/,+421 905 792 871,Komárno,Zememerač,,
Uhorščák Milan,Uhorščák Milan,,+421 910 969 339,Pribeta,Geodet,,
Geodet Partizánske Geodex s.r.o.,Geodet Partizánske Geodex,http://www.geodetpartizanske.sk/,+421 918 616 624,Malé Uherce,Geodet,,
Geodetická Kancelária - Ing. Jozef Ürge,Geodetická Kancelária,,+421 905 324 591,Nové Zámky,Geodet,,
Ing. Martin Riška - GEODET,ING.,https://www.mrgeodet.eu/,+421 903 805 083,Svätý Kríž,Geodet,,
Ing. Zoltán Gasparik G-geo,ING.,http://www.g-geo.sk/,+421 907 865 038,Želiezovce,Geodet,,
GEODET Ing. Ladislav Garay,GEODET Ing. Ladislav Garay,,+421 905 269 605,Dunajská Streda,Zememerač,,
Schváb Sabína - Geodetická kancelária,Schváb Sabína,,+421 908 735 914,Nové Zámky,Geodet,,
Horváth Vincent geodet,Horváth Vincent geodet,,+421 905 711 419,Šaľa,Geodet,,
BUGÁR MAREK - geodet Komárno - GEODETA s.r.o.,BUGÁR,http://www.geodetkomarno.sk/,+421 907 299 279,Komárno,Geodet,,
Ing. Peter Moravčík- autorizovaný geodet a kartograf,ING.,,+421 903 844 848,Kmeťovo,Geodet,,
Pákozdi & Fülöpp geodézia - geodet Komárno,Pákozdi & Fülöpp geodézia,http://www.geodeziakomarno.sk/,+421 35/770 43 99,Komárno,Zememerač,,
GEODÉZIA LEVICE s.r.o.,GEODÉZIA LEVICE,http://www.geodezia-levice.sk/,+421 910 908 567,Levice,Geodet,,
Geodézia Žilina As,Geodézia Žilina As,http://www.geodezia.sk/,+421 46/542 15 62,Prievidza-Staré Mesto,Geodet,,
"GEODÉZIA Košice, s.r.o.",GEODÉZIA Košice,https://geodeziakosice.sk/,+421 905 340 922,Košice,Zememerač,,
Geodetické služby a geodézia - GEPRA Košice,Geodetické služby a geodézia,https://www.gepra.sk/,,Malá Ida,Geodet,,
Attila Vörös - Vatti GEO,Attila Vörös,https://vattigeo.sk/sk,+421 905 779 657,Komárno,Zememerač,,
Geodetická Kancelária Mhl,Geodetická Kancelária Mhl,,+421 35/770 19 45,Komárno,Geodet,,
Úrad geodézie kartografie a katastra SR,ÚRAD,http://www.gku.sk/,+421 2/208 160 02,Ružinov,Vládny úrad,,
GEOFYZIKÁLNE LABORATÓRIUM SAV,GEOFYZIKÁLNE LABORATÓRIUM SAV,,+421 35/760 22 11,Hurbanovo,Geodet,,
geodet - zameranie pozemku - geometrický plán- super cena - geodeti.top,geodet,https://www.geodeti.top/geodet-bratislava/,+421 948 730 267,Bratislava,Geodet,,
Inžinierska geodézia - Ing. Vincent Dulina CZIPO,Inžinierska geodézia,http://www.czipo.sk/,+421 903 568 893,Košice,Geodet,,
najgeodet,najgeodet,https://www.najgeodet.sk/kontakt/,+421 948 916 888,Juh,Geodet,,
"Geo Advice, s.r.o.",GEO,https://www.geoadvice.sk/,+421 917 212 934,Šaľa,Geodet,,
GeoID s.r.o.,GeoID,http://www.geoid.sk/,+421 903 782 093,Považská Bystrica,Geodet,,
"GEOTOP Košice, s.r.o.",GEOTOP Košice,http://www.geotopke.sk/,+421 905 759 716,Košice,Geodet,,
"Geodézia Záhorie, s.r.o. - Ing. Mgr. Peter Gulíšek",Geodézia Záhorie,https://gz.sk/,+421 905 534 826,Skalica,Geodet,,
iGEO s.r.o.,iGEO,http://igeo.sk/,+421 905 838 507,Ružomberok,Geodet,,
Geodetické práce Ing. Martin Ondriaš,Geodetické práce Ing. Martin Ondriaš,,+421 905 276 508,Zlaté Moravce,Geodet,,
Geodat Real s.r.o.,Geodat Real,http://geodat.sk/,+421 903 611 872,Stará Ľubovňa,Geodet,,
Geodetické Služby S. r. O.,Geodetické Služby,http://www.geodetsl.sk/,+421 905 282 519,Žiar nad Hronom,Geodet,,
Predný Mladen Ing.,Predný Mladen Ing.,,+421 905 650 083,Nové Zámky,Geodet,,
ArchiGEO s.r.o.,ArchiGEO,http://www.archigeo.sk/,+421 915 181 858,Košice,Geodet,,
Bc. Igor Miškuf - IMGEOS,BC.,http://www.imgeos.sk/,+421 907 544 267,Prešov,Geodet,,
iSIETE s.r.o.,iSIETE,https://isiete.sk/,,Sládkovičovo,Geodet,,
"GEOS - geodetické služby, s.r.o",GEOS,http://www.geos-sala.sk/,+421 907 067 867,Šaľa,Geodet,,
Geodetická Kancelária - Ing. Ľubomír Šagát,Geodetická Kancelária,http://www.geanitra.sk/kontakt/,+421 37/651 74 15,Nitra-Staré Mesto,Geodet,,
Geodetická kancelária URBAN - LAUKO spol. s r.o.,Geodetická kancelária URBAN,http://www.gkul.sk/,+421 36/631 90 36,Levice,Geodet,,
"GEOS Košice, s.r.o.",GEOS,https://www.geos-kosice.sk/,+421 903 318 393,Košice,Geodet,,
Atelier - Projekty a statika stavieb Ing. Miroslav Varga,Atelier,https://projektystatika.sk/,+421 910 665 777,Karlova Ves,Stavebný inžinier,,
Statika stavieb Bratislava,Statika stavieb Bratislava,https://www.statikastavieb.com/,+421 2/396 446 29,Dúbravka,Stavebný inžinier,,
"Erby - Statika Stavieb, S.r.o.",Erby,http://www.statikastavieb.sk/,+421 55/625 75 59,Košice,Dodávateľ,,
Projekt a statika stavieb,Projekt a statika stavieb,http://www.projekt-statika.sk/,+421 905 796 895,Liptovský Mikuláš,Projektantské služby,,
Procing s.r.o. - statika stavieb,Procing,https://www.procing.sk/,+421 918 598 853,Košice,Konštrukčný inžinier,,
Statika stavieb: Ing. Ján Hazucha,Statika stavieb,,+421 45/533 59 82,Zvolen,Stavebný inžinier,,
STECHO constructions s.r.o.,STECHO constructions,https://stecho.sk/,+421 910 550 737,Trnava,Projektantské služby,,
STATIKA STAVIEB - Ing. Jozef Zemanovič,STATIKA STAVIEB,,+421 918 534 271,Obyce,,,
BOČEK & partners Bratislava # statika stavieb,BOČEK,http://www.bocek.sk/,,,Stavebný inžinier,,
Statika stavieb Ing. Ľubomír Vorčák,Statika stavieb Ing. Ľubomír Vorčák,http://statika-stavieb-vorcak.sk/,+421 910 984 650,Ťapešovo,Stavebný inžinier,,
SC STATIK NR s.r.o.,SC,https://www.scstatiknr.sk/,+421 903 260 478,Nitra,Stavebná firma,,
statpro statika stavieb,statpro statika stavieb,http://statpro.sk/kontakt/,+421 908 415 773,Galanta,,,
Ing. Viktor Rajcsányi - autorizovaný stavebný inžinier - statika stavieb,ING.,,+421 903 213 942,Petržalka,Stavebný inžinier,,
BOČEK & partners Ružomberok # statika stavieb,BOČEK,http://www.bocek.sk/,,Ružomberok,Stavebný inžinier,,
Projekting,Projekting,http://www.projektingkn.sk/,+421 35/772 10 31,Komárno,,,
SKAIKON s.r.o.,SKAIKON,https://www.skaikon.sk/,+421 918 186 492,Bratislava,Stavebný inžinier,,
Statika stavby Galanta. Projekčná činnosť. Nosné konštrukcie.BCKS Inžinieri s.r.o.,Statika stavby Galanta. Projekčná činnosť. Nosné konštrukcie.BCKS Inžinieri,,+421 907 554 589,Galanta,Projektantské služby,,
"Stading, spol. s.r.o.","Stading, spol.",http://www.stading.sk/,+421 2/446 313 91,Bratislava,Stavebný inžinier,,
STATIKA STAVIEB s.r.o.,STATIKA STAVIEB,,+421 48/611 22 92,Brezno,Architekt,,
Projekty Statika,Projekty Statika,https://www.projektystatika.sk/,+421 910 665 777,Bratislava,,,
GANAJ statika,GANAJ,http://ganajstatika.sk/index.html,+421 905 284 351,IV,Technik,,
statika,statika,http://www.statika.sk/,+421 905 317 151,Bratislava,Stavebný inžinier,,
ConVesting,ConVesting,http://statik-zilina.sk/,+421 907 077 023,Žilina,Projektantské služby,,
"Statika Páleník, s.r.o.",Statika Páleník,,+421 902 834 843,Prievidza,Firemná kancelária,,
Ing. Jozef Hviezdarek,ING.,,+421 908 422 340,Hlohovec,Technik,,
Statický posudok,Statický posudok,http://www.statickyposudok.sk/,+421 904 836 686,Bratislava,Stavebný inžinier,,
"FK-Project, s.r.o.",FK-Project,https://www.fk-project.sk/,+421 918 740 813,Žiar nad Hronom,Stavebný inžinier,,
Oh - Statik S.r.o. - Ing. Stanislav Oboňa,Oh,http://www.ohstatik.sk/,+421 46/543 12 92,"Priemyselný obvod, Prievidza",Stavebná firma,,
STATIKA s.r.o.,STATIKA,https://finstat.sk/46235272,+421 905 364 492,Trnava,Projektantské služby,,
AZ statik s.r.o.,AZ,,+421 908 765 367,Levice,Stavebný inžinier,,
Ing. Tibor Šimšik,ING.,https://www.azet.sk/firma/595730/ing-tibor-simsik-stavebny-inzinier/,+421 911 100 511,Štúrovo,Stavebný inžinier,,
Ateliersmidt,Ateliersmidt,http://www.ateliersmidt.com/hu/nv.html,+421 907 124 168,Svodín,Architekt,,
"STATIK - PD, inžiniersko - projekčná kancelária",STATIK,http://statik-pd.sk/,+421 918 476 378,Prievidza,Inžinierske poradenstvo,,
STATIK.SK spol. s r. o.,STATIK spol. s r. o.,http://www.statik.sk/,+421 905 831 290,Ivanka pri Dunaji,Stavebný inžinier,,
statiCK - Ing. CYRIL KLIMA,statiCK,http://www.statick.eu.sk/,+421 948 238 806,"Košúty, Martin",Architekt,,
JD–Statik,JD–Statik,https://www.jdstatik.sk/,+421 915 517 497,Žiar nad Hronom,Projektantské služby,,
"PROJEKTSTAV - NZ, s.r.o. , Ing.Vladimír Štvrtecký",PROJEKTSTAV,,+421 905 813 441,Nové Zámky,Projektantské služby,,
Statik - Ing. Marek Bolcarovič,Statik,,+421 904 691 030,Pernek,Projektantské služby,,
Ing. Andrej Začka - autorizovaný stavebný inžinier (statik),ING.,,+421 918 948 718,Levice,Stavebný inžinier,,
"GF-STATIK, s.r.o.",GF-STATIK,http://gfstatik.com/,+421 904 202 227,Žilina,Stavby rodinných domov,,
Ing. J. Štubňová,ING.,,+421 918 648 218,"Chrenová, Nitra",,,
Prolog mkm s.r.o.,Prolog mkm,http://www.prologmkm.sk/,+421 35/770 14 92,Komárno,Firemná kancelária,,
Odvetrané fasády FORMONT,Odvetrané fasády FORMONT,https://formont.sk/,+421 903 424 371,Bučany,Stavebniny,,
Odvetrané fasády Fundermax,Odvetrané fasády Fundermax,https://odvetranafasada.info/,,Banská Bystrica,Stavebné služby,,
Odvetrana s.r.o. - odvetrane fasady,Odvetrana,http://www.odvetrana.sk/,+421 905 868 110,Pata,Stavebná firma,,
QBOND s.r.o - Odvetrané fasády,QBOND,http://www.qbond.sk/,+421 918 461 504,Madunice,Stavebná firma,,
Fixont - odvetrané fasády,Fixont,http://www.fixont.sk/,+421 944 755 433,Bratislava,Stavebná spoločnosť,,
"ProDevelop s.r.o - Fasády, rekonštrukcie a hrubé stavby",ProDevelop,https://prodevelop.sk/,+421 947 902 635,Dunajská Streda,Stavebná firma,,
CM-STAV-MONT s.r.o. - Stavebná firma,CM-STAV-MONT,http://www.cmstavmont.sk/,+421 907 623 248,Dolné Saliby,Stavebná firma,,
ProFabrik,ProFabrik,http://www.profabrik.sk/,+421 949 247 781,Trnava,Výškové práce,,
Ing. Tibor Šimšík - Projektant - Architekt,ING.,,+421 903 614 448,Štúrovo,Architekt,,
HV 21 s.r.o.,HV,http://www.csakvarigarden.sk/,+421 905 962 608,Mužla,Záhradník,,
Csákvári Garden,Csákvári Garden,http://www.csakvarigarden.sk/,,Mužla,Záhradník,,
ART štúdio,ART,,+421 915 434 834,Želiezovce,Architekt,,
Architekt Košnar,Architekt Košnar,https://archiko.sk/,+421 903 134 657,"Dolná kapsa, Nové Zámky",Architekt,,
MONY s.r.o.,MONY,,+421 36/779 50 16,Pohronský Ruskov,Záhradný architekt,,
"KTNI - Szetei, spol. s r.o.",KTNI,http://www.szetei.sk/,+421 903 406 244,Branovo,Architekt,,
ATELIÉR NA BAŠTE s.r.o.,ATELIÉR NA BAŠTE,http://www.ateliernabaste.sk/,+421 35/640 13 72,Nové Zámky,Architekt,,
APK Košnar a Cápa s.r.o.,APK,https://www.finstat.sk/44845588,+421 35/640 00 35,Nové Zámky,Architekt,,
architekt MS s.r.o.,architekt MS,,+421 905 359 521,Komárno,Architekt,,
Concept Slovakia S.r.o.,Concept Slovakia,,+421 35/770 24 41,Komárno,Architekt,,
Jozef Matyo - PEKNÉ ZÁHRADY,JOZEF,,+421 949 725 202,Farná,Záhradný architekt,,
"greenville, s.r.o.",greenville,http://www.greenville.sk/,+421 908 880 446,Nové Zámky,Architekt,,
"Architekt, Ing. Matthias Arnould, PhD.","Architekt, Ing. Matthias Arnould, PhD.",https://matthiasarnould.sk/,+421 908 469 008,Piešťany,Architekt,,
"FKF design, spol. s r.o.",FKF,http://www.fkfdesign.sk/,+421 903 613 874,Komárno-Nová Stráž,Architekt,,
architekt - Ing. arch. Miroslav Kupčík,architekt,,+421 948 510 670,Nové Zámky,Architekt,,
Architektonický Ateliér - Kapusta Jozef Ing. arch.,Architektonický Ateliér,,+421 35/640 01 35,Nové Zámky,Architekt,,
Zateplenie fasády - Michal Letko,Zateplenie fasády,,+421 949 074 832,Lučenec,Stavebné služby,,
"AT STAVBY, s.r.o.",AT,http://www.atstavby.sk/,+421 903 175 242,Nové Zámky,Dodávateľ izolácie,,
ZAJÍČEK - MH STAV s. r. o.,ZAJÍČEK,http://www.rekonstrukcie-zajicek.sk/,+421 904 678 206,Šurany,Dodávateľ,,
Fasadnik,Fasadnik,http://www.fasadnik.sk/,+421 907 430 421,Vranov nad Topľou,Stavebná firma,,
AVrekon - stavebné práce a rekonštrukcie,AVrekon,http://www.avrekon.sk/,+421 919 133 959,Nové Zámky,Stavebná firma,,
"Contractor-eu - fasády, zateplenie, strojové omietky, potery, maľby, rekonštrukcie, sadrokartóny, prenájom lešenia",Contractor-eu,https://contractor.sk/,+421 948 665 544,Chmeľnica,Stavebná firma,,
Espron,Espron,https://www.espron.sk/,+421 944 624 685,Spišská Nová Ves,Stavebná spoločnosť,,
EFEKTÍVNE STAVBY s.r.o.,EFEKTÍVNE STAVBY,http://www.efektivnestavby.sk/,+421 911 439 555,"Dolná kapsa, Nové Zámky",Požičovňa lešení,,
DaVerStav s.r.o.,DaVerStav,https://zateplovaniedomov.eu/,+421 918 540 350,Michalovce,Dodávateľ,,
Zateplovanie-Fasady-Stavby,Zateplovanie-Fasady-Stavby,,+421 951 287 133,Dechtice,Stavebná firma,,
ŠADA - špecialisti na strechy a fasády,ŠADA,http://www.sada.sk/,+421 905 825 315,Poprad-Priemyselný obvod - západ,Stavebné služby,,
Maximus company s. r. o. - Stavby a rekonštrukcie na kľúč,Maximus company,https://maximuscompany.sk/,+421 949 771 397,Nové Zámky,Stavebné služby,,
Rekunst,Rekunst,http://www.rekunst.sk/,+421 905 609 311,"Pavlov Dvor, Hurbanovo",Stavebná firma,,
Zatepľovanie Košice-Esostav,Zatepľovanie Košice-Esostav,http://eso-stav.sk/,+421 944 111 630,Košice,Stavebná firma,,
"STAV - ZAT, s.r.o. - Stavby a zateplenie",STAV,http://www.stavzat.sk/,+421 903 718 939,Bratislava,Stavebná firma,,
IZOMER s.r.o.,IZOMER,http://www.izomer.sk/,+421 903 727 829,Levice,Stavebná firma,,
Fasádne a zatepľovacie práce,Fasádne a zatepľovacie práce,https://fasadneprace.sk/,+421 910 963 592,Krasňany,Stavebná firma,,
Deseka spol. s r.o.,Deseka,http://www.deseka.sk/,+421 944 120 440,Nová Dubnica,Stavebná firma,,
fasadytiptop s.r.o,fasadytiptop,https://fasadytiptop.sk/,+421 903 733 139,Plevník - Drienové,Dodávateľ stavebných materiálov,,
THORSTAV s.r.o.,THORSTAV,https://www.thorstav.sk/,+421 905 377 234,Zvolen,Dodávateľ stavebných materiálov,,
Fasádne centrum-Profinex,Fasádne centrum-Profinex,http://www.fasadne-centrum.sk/,+421 31/551 79 51,Dunajská Streda,Stavebniny,,
FASÁDIČKA s.r.o.,FASÁDIČKA,https://www.fasadicka.sk/,+421 917 455 121,Malacky,Stavebniny,,
"Media Construction,s.r.o Trstice 477",MEDIA,http://kamennepodlahy.sk/,+421 949 465 993,Trstice,Stavebná firma,,
FASÁDNE ŠTÚDIO,FASÁDNE ŠTÚDIO,http://www.fasadanadom.sk/kontakt.html,+421 905 483 900,Leopoldov,,,
"STAVOMAT, s.r.o., Košice","STAVOMAT, Košice",http://www.stavomat.com/,+421 55/729 96 74,Juh,Obchod s farbami,,
Wall Systems s.r.o.,WALL,http://www.wallsystems.sk/,+421 907 396 982,"Tatranská Kotlina, Vysoké Tatry",Stavebná firma,,
"FABRICK SK, s.r.o.",FABRICK SK,http://www.fabrick.sk/,+421 905 443 040,Veľký Meder,Dodávateľ stavebných materiálov,,
COBRA strešné a fasádne systémy,COBRA,http://www.cobra-strechy.sk/,+421 37/651 76 53,"Mlynárce, Nitra",Stavebniny,,
"Cirfus Juraj, Ing. arch. - Ateliér Juraj Cirfus","Cirfus Juraj, Ing. arch.",,+421 32/743 56 17,Hurbanovo,Architekt,,
Hx2 ateliér,HX2,,+421 944 943 075,Štúrovo,Architektonický dizajnér,,
Architektonický ateliér IMA,Architektonický ateliér IMA,http://www.atelierima.sk/,+421 908 468 295,Nové Zámky,Architektonická kancelária,,
ARCHITEKTONICKY ATELIER PODOBA,ARCHITEKTONICKY ATELIER PODOBA,https://www.instagram.com/atelierpodoba/,+421 918 517 093,Sklené Teplice,Architektonická kancelária,,
Dede Architects - Architektonický ateliér Bratislava,DEDE,https://www.dedearchitects.sk/,+421 949 611 686,Bratislava,Architektonická kancelária,,
"A-typ, architektonický ateliér, spol. s r.o.","A-typ, architektonický ateliér",https://www.a-typ.sk/,+421 51/748 19 37,"Nižná Šebastová, Prešov",Architekt,,
Architektonický Ateliér - Proka Projekt Sojáková & Kapitán,Architektonický Ateliér,,+421 2/622 485 92,Bratislava,Firemná kancelária,,
Architektonický ateliér AŽ PROJEKT,Architektonický ateliér AŽ PROJEKT,http://www.azprojekt.sk/,+421 2/455 238 96,Zálesie,Architekt,,
Architektonický a projektový Ateliér,Architektonický a projektový Ateliér,,+421 907 230 211,Trenčín,Firemná kancelária,,
archiCENTRUM | Architektonický ateliér Púchov,archiCENTRUM,http://www.archicentrum.sk/,+421 907 482 181,Púchov,Architektonická kancelária,,
Proj3kt.sk - Architektonický atelier,Proj3kt,http://www.proj3kt.sk/,+421 948 736 007,Jasenica,Architekt,,
"kontra architekti, s.r.o. - Architektonický a projekčný ateliér",kontra architekti,https://www.karch.sk/,+421 918 963 421,Tvrdošín,Architektonická kancelária,,
"architekton s.r.o. | Architektonický ateliér Martin, Žilina, SR",architekton,http://www.architekton.sk/,+421 903 234 062,Martin,Architekt,,
Elektrikár - Csaba Bóna,Elektrikár,,+421 907 765 685,Bátorove Kosihy,Elektrikár,,
RSA Projekt - Alena Stašková,RSA,,+421 903 230 855,Štúrovo,Obchod,,
"BredaStav, spol. s r.o.",BredaStav,,+421 36/752 21 77,Mužla,Stavebný inžinier,,
Rv Sound,RV,https://www.rvsound.eu/,+421 918 979 682,Gbelce,Technik,,
VM-Elektro s.r.o,VM-Elektro,https://www.vm-elektro.sk/,+421 905 821 576,Moča,Elektrikár,,
Elvo S.r.o.,Elvo,,+421 36/751 23 74,Štúrovo,Elektroinžinier,,
ER-WEST SLOVAKIA s.r.o,ER-WEST SLOVAKIA,http://www.er-west.com/,+421 2/367 598 05,Kamenný Most,Mechanická dielňa,,
Ladislav Gubo BROKK,Ladislav Gubo BROKK,http://brokk.work/,+421 944 978 626,Strekov,Kováč,,
VASAS ELEKTRO s.r.o.,VASAS,https://vasaselektro.sk/,+421 907 329 991,Bátorove Kosihy,Elektrikár,,
Ing. František Zahovay,ING.,,+421 905 913 867,Štúrovo,,,
"Výroba Rozvádzačov, Elektromontáž - Horváth Štefan","Výroba Rozvádzačov, Elektromontáž",,+421 36/759 70 22,Nána,Elektrikár,,
TODALA-STAV s.r.o.,TODALA-STAV,https://todalastav.sk/,+421 905 870 583,Bátorove Kosihy,Stavebná spoločnosť,,
Elektro Demar Plus s.r.o.,Elektro Demar Plus,https://elektrodemar.sk/,+421 918 873 429,"Priemyselný obvod pri Dunaji, Štúrovo",Elektroinštalačné služby,,
M&Zs Elektro,M&ZS,https://mzselektro.sk/,+421 950 239 540,Kamenín,Elektrikár,,
Elektroinštalácie Pollák,Elektroinštalácie Pollák,,+421 905 237 376,Gbelce,Elektrikár,,
Kinga Mühleová - Projektant,KINGA,https://projektovaniekn.sk/,+421 918 497 664,Komárno,Projektantské služby,,
Ing.Vojtech Szajkó,Ing.Vojtech Szajkó,,+421 905 229 052,Patince,Technik,,
aphaus - projekty domov a interiéry,aphaus,https://aphaus.sk/,+421 948 274 287,Podunajské Biskupice,Architekt,,
Projekty domu,Projekty domu,http://www.projekty-domu.sk/,+421 907 077 023,Žilina,Projektantské služby,,
"PRODOM, spol. s r.o.",PRODOM,https://www.prodom.sk/,+421 911 776 244,Ivanka pri Dunaji,Projektantské služby,,
Ing. Mária Dolníková - MD Project,ING.,http://www.md-project.sk/,+421 908 471 443,Levice,Projektantské služby,,
Katalógové projekty,Katalógové projekty,http://www.katalogoveprojekty.sk/,+421 911 917 426,Bratislava,Architekt,,
Domy od Architektov,DOMY,https://www.domyodarchitektov.sk/kontakt,+421 904 530 619,Bratislava,Architekt,,
Projekty rodinných domov,Projekty rodinných domov,https://tp-arch.webnode.sk/,+421 905 297 455,Čadca,Projektantské služby,,
"Ing. Marcel Zárecký - projekty domov - Drevostavby, Murované stavby",ING.,http://www.drevo-stavby.sk/,+421 905 361 257,Zvolen,Firemná kancelária,,
"FAMILY HOUSE SK, s.r.o.",FAMILY HOUSE SK,http://www.familyhouse.sk/,+421 948 141 840,Dunajská Streda,Projektantské služby,,
LuxHouse s.r.o.,LuxHouse,http://www.luxhouse.sk/,+421 902 228 809,Jelenec,Projektantské služby,,
"ARCHBUILD, s.r.o.",ARCHBUILD,https://www.archbuild.sk/,+421 917 349 638,Nová Dedina,Stavebná firma,,
Domexis s. r. o.,Domexis,https://dokonaledomy.sk/uvod,+421 904 547 506,Petržalka,Stavebná firma,,
DEVLEV Architekti,DEVLEV Architekti,http://www.devlev.sk/,+421 911 917 426,Bratislava,Architekt,,
Projectoora,Projectoora,https://www.projectoora.sk/,+421 904 132 161,Bratislava,Projektantské služby,,
VIZUALDK,VIZUALDK,,+421 908 324 801,"Veľký Bysterec, Dolný Kubín",Architekt,,
Hprojekty,Hprojekty,http://www.hprojekty.sk/,+421 944 151 072,Dolný Kubín,Projektantské služby,,
VISIA s.r.o.,VISIA,http://www.visia.sk/,+421 903 432 543,Šaľa,Architektonická kancelária,,
Domy-projekty,Domy-projekty,http://domy-projekty.sk/,+421 905 883 902,Turčianske Teplice,Stavebná firma,,
VIA MY PEOPLE s.r.o.,VIA,http://www.viamypeople.sk/,+421 911 806 804,Nové Mesto nad Váhom,Projektantské služby,,
IN-STA projekt s.r.o.,IN-STA projekt,https://in-sta-projekt.webnode.sk/,+421 911 841 762,Hronské Kľačany,Architekt,,
