"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"Pohori","5","3",,"Kamenný Most",,"SK","https://pohori.online/",,"Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pohori&query_place_id=ChIJ10nRfZv1akcREK_rybYg1nY","Stavebná firma"
"Stavebniny Svajda","4.7","17",,"Štúrovo",,"SK",,,"Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Stavebniny%20Svajda&query_place_id=ChIJaZa6ebRhakcRE3D4eyo4sag","Stavebná firma"
"STEINER MODULAR","5","26","Komenského 329/147","Štúrovo",,"SK","http://kontajnery.com/","+421 2/222 001 85","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=STEINER%20MODULAR&query_place_id=ChIJZQDrHKxhakcRL9-sq32Uy-8","Stavebná firma"
"R trans-speed s.r.o.","5","2","1. mája","Nána",,"SK",,"+421 918 633 908","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=R%20trans-speed%20s.r.o.&query_place_id=ChIJy2ink0FgakcRD121YivJOGk","Stavebná firma"
"Ecostav s.r.o.","5","2","Hlavná 353","Štúrovo",,"SK",,"+421 907 743 678","Staviteľ montovaných domov","Staviteľ domov na objednávku","Stavby rodinných domov",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ecostav%20s.r.o.&query_place_id=ChIJv1FcP5VhakcR2Q0winugDio","Staviteľ montovaných domov"
"Ing.Richard Torňoši R-T-STROP s.r.o.","3.7","3","Hasičská 487","Štúrovo",,"SK",,"+421 905 233 685","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ing.Richard%20Tor%C5%88o%C5%A1i%20R-T-STROP%20s.r.o.&query_place_id=ChIJaZwaJL9hakcRTh3pruyLKMo","Stavebná firma"
"Meidlik Kristián - Zemné Práce","5","1","Hviezdoslavova 2924/67","Nána",,"SK",,"+421 907 265 597","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Meidlik%20Kristi%C3%A1n%20-%20Zemn%C3%A9%20Pr%C3%A1ce&query_place_id=ChIJMYoo7TFgakcRNY6bJ7hdjhM","Stavebná firma"
"WOOD-BAU sro.","5","3","Hviezdoslavova 2954/127","Nána",,"SK",,"+421 907 402 035","Stavby rodinných domov",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=WOOD-BAU%20sro.&query_place_id=ChIJ8eoLZyVgakcR5dJX6NGNuOw","Stavby rodinných domov"
"Stavebná firma Gyuris","4.3","3","Petöfiho 907","Štúrovo",,"SK",,"+421 905 824 853","Obchod",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Stavebn%C3%A1%20firma%20Gyuris&query_place_id=ChIJQbeKUpZhakcRKle7dC1CELg","Obchod"
"PRES-TEL s.r.o. (prestel.sk)","5","1","46, Hlavná 162","Štúrovo",,"SK","http://www.prestel.sk/","+421 905 607 083","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=PRES-TEL%20s.r.o.%20(prestel.sk)&query_place_id=ChIJAVAzbb9hakcRITfl7TNgHn8","Stavebná firma"
"Virág Gabriel","5","1","Bartókova 30","Štúrovo",,"SK","https://m.facebook.com/vigastav.sk/","+421 950 715 416","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Vir%C3%A1g%20Gabriel&query_place_id=ChIJ5YCrmrxhakcRHo6WJs7bh2Q","Stavebná firma"
"Jozef Kovács","1","1","Šarkan 99","Šarkan",,"SK",,"+421 948 488 112","Stavby rodinných domov",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jozef%20Kov%C3%A1cs&query_place_id=ChIJ8bmJzwj2akcRarW_9HuNQ5M","Stavby rodinných domov"
"Ladislav Szücs","5","1","Bátorove Kosihy 941","Bátorove Kosihy",,"SK",,"+421 35/779 76 18","Spoločnosť pre zemné a výkopové práce",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ladislav%20Sz%C3%BCcs&query_place_id=ChIJD-gY9X1XakcRRfv9Ds16rGI","Spoločnosť pre zemné a výkopové práce"
"Sunwood S.r.o.","4.3","12","Továrenská 1","Priemyselný obvod pri Dunaji, Štúrovo",,"SK","https://www.sunwoodzimnezahrady.sk/","+421 918 299 999","Stavby rodinných domov",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sunwood%20S.r.o.&query_place_id=ChIJpdW7_79hakcRV6jeYuLnUPs","Stavby rodinných domov"
"ATVIS s.r.o. Tieniaca technika",,,"Hlavná 125","Modrany",,"SK","https://www.atvis.sk/","+421 918 473 177","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ATVIS%20s.r.o.%20Tieniaca%20technika&query_place_id=ChIJsfca21VRakcRhIx1VFPhlck","Stavebná firma"
"Ferrobeton Slovakia s.r.o.","4.7","3","Sládkovičova 1388/8","Štúrovo-Železničný rad",,"SK",,"+421 918 392 075","Dodávateľ hotového betónu",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ferrobeton%20Slovakia%20s.r.o.&query_place_id=ChIJv2FItVtgakcRJ5xlc5p5CLE","Dodávateľ hotového betónu"
"GYURIS s. r. o.",,,"Komenského 142","Štúrovo",,"SK","http://gyuris.sk/","+421 905 824 853","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=GYURIS%20s.%20r.%20o.&query_place_id=ChIJZZXclzthakcR48K-QkBnFdE","Stavebná firma"
"Balogh Oto BAL - MIX",,,"Strekov 373, 94137","Strekov",,"SK",,"+421 905 968 300","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Balogh%20Oto%20BAL%20-%20MIX&query_place_id=ChIJJVVV5VD4akcRvokm4YTH-Mo","Stavebná firma"
"Pokryváč",,,,"Pokryváč",,"SK",,,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pokryv%C3%A1%C4%8D&query_place_id=ChIJ3e4JzDSlFUcRIAuXxtH3AAQ",
"RAJO – stavebná firma, s.r.o.",,,"Príbetská 831/31","Hurbanovo",,"SK","http://www.rajostav.sk/kontakt","+421 908 150 747","Obchod",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=RAJO%20%E2%80%93%20stavebn%C3%A1%20firma%2C%20s.r.o.&query_place_id=ChIJLWuGkxUia0cRYUChFQVKsP0","Obchod"
"DUAL-STAV","5","1","Podzáhradná 1305/38","Hurbanovo",,"SK",,"+421 917 639 812","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=DUAL-STAV&query_place_id=ChIJE82KXiira0cRpXHRnDwn98E","Stavebná firma"
"P.K.M. Wood s.r.o.","5","1","Iža 730, Iža","Iža",,"SK",,"+421 948 740 019","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=P.K.M.%20Wood%20s.r.o.&query_place_id=ChIJm8jNwTpTakcRWPI0l3SPWjI","Stavebná firma"
"MJ-MIKOVICS s.r.o.",,,"Bývalé družstvo","časť Nová Bohatá",,"SK",,"+421 907 049 860","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=MJ-MIKOVICS%20s.r.o.&query_place_id=ChIJSw4RML5VakcRniuTQ5YSEPc","Stavebná firma"
"Tesárske a pokrývacie práce Molnár","3.5","2","Okružná","Dvory nad Žitavou",,"SK","http://www.nova-strecha.sk/","+421 905 370 798","Služby",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tes%C3%A1rske%20a%20pokr%C3%BDvacie%20pr%C3%A1ce%20Moln%C3%A1r&query_place_id=ChIJPZALlhUCa0cRRkaAQ2WdGOg","Služby"
"Tesprra s.r.o.","5","13","SNP 1479/129","Považská Bystrica",,"SK","http://www.tesprra.sk/","+421 902 449 889","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tesprra%20s.r.o.&query_place_id=ChIJGQGYJACLFEcREA9F3NEinkk","Stavebná firma"
"Tes-stav",,,"Tešedíkovo 1395, 92582","Tešedíkovo",,"SK","http://tes-stav.sk/","+421 908 763 078","Firemná kancelária",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tes-stav&query_place_id=ChIJKarlxehya0cRZ3X69OAulYw","Firemná kancelária"
"AB Stav - Tesárské Práce","4.5","2","Gorkého 1519/28","Šurany",,"SK",,"+421 905 897 027","Dodávateľ",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AB%20Stav%20-%20Tes%C3%A1rsk%C3%A9%20Pr%C3%A1ce&query_place_id=ChIJ7ROusSgba0cRn0JndZKDWAs","Dodávateľ"
"TESAR - DACH s.r.o.","4.7","16","Jasenovská 2497","Humenné",,"SK",,"+421 915 779 877","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=TESAR%20-%20DACH%20s.r.o.&query_place_id=ChIJbaepthO1PkcRHN8m5ggWX5E","Stavebná firma"
"Obid",,,,"Obid",,"SK",,,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Obid&query_place_id=ChIJO_FycYxgakcRoJOXxtH3AAQ",
"Mikky-mont s.r.o - klampiarske, pokryvačske a tesárske práce","5","2","Žilina 53","Dlhé Pole",,"SK",,"+421 904 953 377","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mikky-mont%20s.r.o%20-%20klampiarske%2C%20pokryva%C4%8Dske%20a%20tes%C3%A1rske%20pr%C3%A1ce&query_place_id=ChIJfzJRyRhnFEcREFV1yAXtcK4","Stavebná firma"
"MAJA - KLAMPIARSTVO, s.r.o.","5","2","Jánošíkova 1107","Nové Zámky",,"SK","http://www.majaklampiarstvo.sk/","+421 907 502 764","Konštrukcia striech",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=MAJA%20-%20KLAMPIARSTVO%2C%20s.r.o.&query_place_id=ChIJyQPkV7MGa0cRKdehtJRxmo4","Konštrukcia striech"
"I.M. TEAM s.r.o. Tesárske práce, pokrývačské práce","5","2","Opoj 169, 91932","Opoj",,"SK",,"+421 905 395 854","Výrobca nábytku","Obchod s drevom","Výrobca prenosných budov",,,,,,,,"https://www.google.com/maps/search/?api=1&query=I.M.%20TEAM%20s.r.o.%20Tes%C3%A1rske%20pr%C3%A1ce%2C%20pokr%C3%BDva%C4%8Dsk%C3%A9%20pr%C3%A1ce&query_place_id=ChIJowKUcb9ga0cRw3ltUdyvaJc","Výrobca nábytku"
"Jozef Mikušinec - Tesárske a pokrývačské práce","5","4",,"Trenčianske Stankovce",,"SK",,"+421 904 249 294","Stavebné služby",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jozef%20Miku%C5%A1inec%20-%20Tes%C3%A1rske%20a%20pokr%C3%BDva%C4%8Dsk%C3%A9%20pr%C3%A1ce&query_place_id=ChIJFUsihbemFEcRymPqKEf-gRw","Stavebné služby"
"Ing. Attila Kálazi – väzníkové strechy","4.3","4","Gorkého 921","Tvrdošovce",,"SK","https://www.strechy-tesari.sk/","+421 918 909 041","Konštrukcia striech","Obchod so strešnými potrebami",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ing.%20Attila%20K%C3%A1lazi%20%E2%80%93%20v%C3%A4zn%C3%ADkov%C3%A9%20strechy&query_place_id=ChIJlTSbxy0Qa0cRXO0Dd9vPEHM","Konštrukcia striech"
"MESTKROV, s. r. o. - strechy, pokrývačske práce, tesárske práce","4.7","7","Horná Poruba 175","Horná Poruba",,"SK","http://www.mestkrov.sk/","+421 905 709 709","Konštrukcia striech",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=MESTKROV%2C%20s.%20r.%20o.%20-%20strechy%2C%20pokr%C3%BDva%C4%8Dske%20pr%C3%A1ce%2C%20tes%C3%A1rske%20pr%C3%A1ce&query_place_id=ChIJiY_nObiWFEcRZPrCGtWHtXY","Konštrukcia striech"
"BigMat STAVMAT RENDES","5","2","Robotnícka 2","Dulovce",,"SK","https://www.bigmat.sk/rendes/","+421 903 247 736","Stavebná firma","Stavebniny","Dodávateľ stavebných materiálov","Stavebná spoločnosť","Dodávateľ stavebných potrieb","Veľkoobchod so stavebným materiálom","Obchod pre domácich majstrov","Stavebné služby","Obchod pre domácich kutilov",,"https://www.google.com/maps/search/?api=1&query=BigMat%20STAVMAT%20RENDES&query_place_id=ChIJGznq_apVakcRUHdZ8f7H9PE","Stavebná firma"
"Takács Marián",,,"Komárňanská 310","Hurbanovo",,"SK",,"+421 948 899 410","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tak%C3%A1cs%20Mari%C3%A1n&query_place_id=ChIJMRgetiWra0cREE6xN_ByNec","Stavebná firma"
"T & C Logistic s. r. o. - nízkoenergetické domy",,,"Nová 28","Hurbanovo",,"SK","http://domprevsetkych.sk/","+421 905 446 188","Stavby rodinných domov",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=T%20%26%20C%20Logistic%20s.%20r.%20o.%20-%20n%C3%ADzkoenergetick%C3%A9%20domy&query_place_id=ChIJ26Jl46ura0cRiiFf7NoEHsI","Stavby rodinných domov"
"WPCstore",,,"Hlavná 28/144","Štúrovo",,"SK","http://wpc-store.sk/","+421 910 159 949","Obchod s potrebami na stavbu plotov","Staviteľ terás","Obchod s podlahovými krytinami",,,,,,,,"https://www.google.com/maps/search/?api=1&query=WPCstore&query_place_id=ChIJz7itbJJhakcRL9ihzAy1ViQ","Obchod s potrebami na stavbu plotov"
"StavTex",,,,,,,"https://www.facebook.com/share/18TqUU9HQ1/?mibextid=LQQJ4d","+421 915 230 877","Stavebná firma","Service establishment",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=StavTex&query_place_id=ChIJvWztkhmra0cRw4UF3CsObeA","Stavebná firma"
"hr-bau s.r.o.",,,,,,,"https://www.hr-bau.net/","+421 944 593 968","Stavebná firma","Service establishment",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=hr-bau%20s.r.o.&query_place_id=ChIJVaMgQ9EDd6sRBFUOMD-ghPs","Stavebná firma"
"Domibau",,,,,,,,"+421 907 737 057","Spoločnosť pre zemné a výkopové práce","Service establishment",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Domibau&query_place_id=ChIJi3pnKwhqKqQRr89Aet7G4jc","Spoločnosť pre zemné a výkopové práce"
"Stoppool",,,,,,,"http://www.stoppool.sk/","+421 949 530 011","Stavebná firma","Service establishment",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Stoppool&query_place_id=ChIJ9V6NLC8U56wRlu5HvYMRxKg","Stavebná firma"
"T&T&T","5","1","Leľa 56, Leľa","Leľa",,"SK",,"+421 908 703 984","Konštrukcia striech",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=T%26T%26T&query_place_id=ChIJs7dCAw2LakcRrdURLJaaoNo","Konštrukcia striech"
"Dunag, s.r.o.",,,"Družstevný rad 950","Štúrovo",,"SK",,"+421 36/752 45 17","Konštrukcia striech",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dunag%2C%20s.r.o.&query_place_id=ChIJzTcW-JdhakcRmLThh45uH3A","Konštrukcia striech"
"Strechy, Altánky - Štefan Bútora",,,"noname 429","Veľké Ludince",,"SK",,"+421 908 727 303","Konštrukcia striech",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Strechy%2C%20Alt%C3%A1nky%20-%20%C5%A0tefan%20B%C3%BAtora&query_place_id=ChIJpZmAFffxakcRnb7N7M_4BCM","Konštrukcia striech"
"NIKIN s.r.o.","4.5","34","Hlavná 46","Bajč",,"SK","http://www.nikin.sk/","+421 907 636 484","Konštrukcia striech",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=NIKIN%20s.r.o.&query_place_id=ChIJ9b-jV2oAa0cRUOiIpIYaqco","Konštrukcia striech"
"Sebők Strechy s.r.o.","5","1","noname 187","Chotín",,"SK",,"+421 950 570 043","Konštrukcia striech",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Seb%C5%91k%20Strechy%20s.r.o.&query_place_id=ChIJb9ZdmSRTakcRy-iCViDo-WU","Konštrukcia striech"
"Miroslav Mikulec","5","2","Jánošíkova 9","Nesvady",,"SK",,"+421 908 747 653","Konštrukcia striech",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Miroslav%20Mikulec&query_place_id=ChIJaadx1agAa0cROLZrFCam4dE","Konštrukcia striech"
"Jozef Haláši - Maksvel",,,"Nýrovce 15 93567","Nýrovce",,"SK",,"+421 36/773 91 81","Konštrukcia striech",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jozef%20Hal%C3%A1%C5%A1i%20-%20Maksvel&query_place_id=ChIJrRwS6ejvakcRhnm0YBom5eI","Konštrukcia striech"
"Strechy Bartko - Stavba strechy na kľúč | Montáž krovu | Oprava, výmena a rekonštrukcia strechy | Klampiarske práce","5","21","Pod Juhom 7666","Trenčín",,"SK","https://www.strechybartko.sk/","+421 911 241 092","Konštrukcia striech",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Strechy%20Bartko%20-%20Stavba%20strechy%20na%20k%C4%BE%C3%BA%C4%8D%20%7C%20Mont%C3%A1%C5%BE%20krovu%20%7C%20Oprava%2C%20v%C3%BDmena%20a%20rekon%C5%A1trukcia%20strechy%20%7C%20Klampiarske%20pr%C3%A1ce&query_place_id=ChIJg5PF0KujFEcRl_G0AlFNISE","Konštrukcia striech"
"Attila Rózsás - Ró - Klamp","5","1","Šáradská 352","Hurbanovo",,"SK",,"+421 905 456 740","Konštrukcia striech",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Attila%20R%C3%B3zs%C3%A1s%20-%20R%C3%B3%20-%20Klamp&query_place_id=ChIJV7eBF9mqa0cRlr1u-tk6VSU","Konštrukcia striech"
"Milan Drapák","4.6","5","Kapusnica 70/14 94143","Dolný Ohaj",,"SK",,"+421 905 560 198","Konštrukcia striech",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Milan%20Drap%C3%A1k&query_place_id=ChIJd4Zn6Zcca0cRQiXvlbQHmh0","Konštrukcia striech"
"Belatti s.r.o.","4.8","25","Á. Jedlíka 4544","Komárno",,"SK","http://www.belatti.sk/","+421 903 263 248","Konštrukcia striech",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Belatti%20s.r.o.&query_place_id=ChIJA83aNWSda0cRADMc_xaJXf4","Konštrukcia striech"
"SUPER STRECHY s.r.o.","4.8","8","Zvolenská 2/11","Nitra",,"SK","http://www.superstrechy.sk/","+421 907 951 840","Konštrukcia striech","Obchod so strešnými potrebami",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SUPER%20STRECHY%20s.r.o.&query_place_id=ChIJ_8_ODm8Va0cRoQFi4PPf6iA","Konštrukcia striech"
"RENOVIA STRECHY, s. r. o.","5","14","Pasienková 9678/5/9678/5","Bratislava II",,"SK","https://www.renoviastrechy.sk/","+421 947 915 243","Konštrukcia striech",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=RENOVIA%20STRECHY%2C%20s.%20r.%20o.&query_place_id=ChIJUZLouN-HbEcRHRXl7QqoRD8","Konštrukcia striech"
"Gaidoš realizácia striech s. r. o.","5","37","Čulenova 13","Nové Mesto nad Váhom",,"SK","https://gaidos.sk/","+421 949 478 680","Konštrukcia striech",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gaido%C5%A1%20realiz%C3%A1cia%20striech%20s.%20r.%20o.&query_place_id=ChIJu-7vleRXE0cRTPSizqyI3Lo","Konštrukcia striech"
"Klampiarske práce","5","2","Blagoevova 18","Petržalka",,"SK","http://klampiarske-prace.eu/kontakty/","+421 911 251 335","Konštrukcia striech",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Klampiarske%20pr%C3%A1ce&query_place_id=ChIJG2KI4ASJbEcRBO_JLZ4kKk8","Konštrukcia striech"
"Fermont - Sunega","5","1","Veľké Lovce 408, Veľké Lovce","Veľké Lovce",,"SK",,"+421 35/658 93 64","Konštrukcia striech",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fermont%20-%20Sunega&query_place_id=ChIJGz1xxVgda0cRVqGZ999dR-o","Konštrukcia striech"
"Juraj Brezovan - betónové striešky","3.3","3","Dlhá 460/117","Janíkovce, Nitra",,"SK","http://www.betonovestriesky.com/","+421 911 634 204","Betonáreň",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Juraj%20Brezovan%20-%20bet%C3%B3nov%C3%A9%20strie%C5%A1ky&query_place_id=ChIJdcW9AT8va0cRf2qXgi7h6RY","Betonáreň"
"LASBETON ®️","4.4","65","Stavbárska 6","Senec",,"SK","https://lasbeton.sk/","+421 904 198 777","Výrobca","Stavebniny","Obchod s potrebami na stavbu plotov",,,,,,,,"https://www.google.com/maps/search/?api=1&query=LASBETON%20%C2%AE%EF%B8%8F&query_place_id=ChIJEe9f8eycbEcRhrDF6Iufu_4","Výrobca"
"VIBROBETON","4.7","49","Areal byvalych stredoslovenskych stavieb, Oproti vzduchotechnike HORVAT, Bánovská cesta 2835/6","Žilina",,"SK","https://www.ploty-striesky-zilina.sk/kontakt","+421 917 972 621","Stavebniny",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=VIBROBETON&query_place_id=ChIJ-WRN1LheFEcR9vUIneY7yaQ","Stavebniny"
"Prístrešky striešky z Lexanu brány ploty Levice",,,"Tekovská 19/19","Starý Tekov",,"SK","http://www.rzdesign.sk/kontakt.htm","+421 908 856 649",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pr%C3%ADstre%C5%A1ky%20strie%C5%A1ky%20z%20Lexanu%20br%C3%A1ny%20ploty%20Levice&query_place_id=ChIJManGLN3eakcRwu1ziuH5KXk",
"Štefan Horváth - Murárske práce",,,"Novozámocká 294","Gbelce",,"SK",,"+421 902 211 669","Dodávateľ",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=%C5%A0tefan%20Horv%C3%A1th%20-%20Mur%C3%A1rske%20pr%C3%A1ce&query_place_id=ChIJ6URLgoNYakcRPfslcn2mTKM","Dodávateľ"
"Arpád Vida","5","1","34, Lesná 911","Marcelová",,"SK",,"+421 918 573 189","Murárske práce",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Arp%C3%A1d%20Vida&query_place_id=ChIJdRGcdQ5RakcRvoAFBxcEm1E","Murárske práce"
"Murárske práce Prievidza","5","1","Námestie slobody","Prievidza",,"SK",,"+421 918 683 559","Dodávateľ",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mur%C3%A1rske%20pr%C3%A1ce%20Prievidza&query_place_id=ChIJ03IoMfHcFEcRXWcZ3wMUTLE","Dodávateľ"
"Murárske práce","1","1","Dubové 50, Dubové","Dubové",,"SK",,"+421 910 676 472","Dodávateľ",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mur%C3%A1rske%20pr%C3%A1ce&query_place_id=ChIJs-ssQCg0FUcRAoppAyfCKBo","Dodávateľ"
"Murárske práce",,,"Karpatská 677/10","Chrenová, Nitra",,"SK","http://www.murarskeprace.com/kontakt","+421 908 715 804","Dodávateľ",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mur%C3%A1rske%20pr%C3%A1ce&query_place_id=ChIJYQVck-o-a0cRKFSVjN2h2eo","Dodávateľ"
"Strešné Centrum Horša","4.7","53","Bývalý objekt PD Horša","Levice, časť Horša",,"SK","http://www.strechyhorsa.sk/","+421 917 664 486","Stavebná firma","Dodávateľ stavebných materiálov","Obchod so strešnými potrebami",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Stre%C5%A1n%C3%A9%20Centrum%20Hor%C5%A1a&query_place_id=ChIJ49Kra0XbakcRY89S9-stc_k","Stavebná firma"
"ASTRECH s.r.o. | Strešné centrum Naša strecha | Strešná krytina - široký výber | Montáž striech","4.7","32","Národná","Kráľová, Modra",,"SK","https://www.nasastrecha.sk/","+421 902 051 929","Obchod so strešnými potrebami","Konštrukcia striech",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ASTRECH%20s.r.o.%20%7C%20Stre%C5%A1n%C3%A9%20centrum%20Na%C5%A1a%20strecha%20%7C%20Stre%C5%A1n%C3%A1%20krytina%20-%20%C5%A1irok%C3%BD%20v%C3%BDber%20%7C%20Mont%C3%A1%C5%BE%20striech&query_place_id=ChIJS8Pa4raQbEcR_hO80V23AB0","Obchod so strešnými potrebami"
"Strešné krytiny BEJZ s.r.o.","4.6","55","Cesta na Hohenau 8","Moravský Svätý Ján",,"SK","http://www.strechybejz.sk/","+421 949 636 264","Obchod so strešnými potrebami",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Stre%C5%A1n%C3%A9%20krytiny%20BEJZ%20s.r.o.&query_place_id=ChIJlWYXO0DCbEcRqx4x2antR9k","Obchod so strešnými potrebami"
"Marián Brezánsky","4.2","15","Radava 322","Hul",,"SK","http://www.stresnesystemy.sk/","+421 905 293 427","Dodávateľ",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mari%C3%A1n%20Brez%C3%A1nsky&query_place_id=ChIJC0svKvwca0cRqiyQW-6pCuQ","Dodávateľ"
"BMI Bramac | škridla a strešné krytiny","4.6","50","Mojmírovská 9","Ivanka pri Nitre",,"SK","http://www.bramac.sk/","+421 37/692 00 00","Dodávateľ stavebných materiálov","Konštrukcia striech","Obchod so strešnými potrebami",,,,,,,,"https://www.google.com/maps/search/?api=1&query=BMI%20Bramac%20%7C%20%C5%A1kridla%20a%20stre%C5%A1n%C3%A9%20krytiny&query_place_id=ChIJ3XUAMREWa0cRhPjkuMxODeE","Dodávateľ stavebných materiálov"
"VESTO | Väzníkové krovy a strešné krytiny Bardejov","5","23","Hertník 461, Hertník","Hertník",,"SK","http://www.vesto.sk/","+421 904 536 141","Výrobca","Stavebné služby",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=VESTO%20%7C%20V%C3%A4zn%C3%ADkov%C3%A9%20krovy%20a%20stre%C5%A1n%C3%A9%20krytiny%20Bardejov&query_place_id=ChIJT2PjXXOHPkcR95Xme6Pj6mo","Výrobca"
"Strešné Krytiny","5","1","Nádražný rad 3431/6, 93401 Levice","Levice",,"SK",,"+421 36/631 63 93","Stavebniny",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Stre%C5%A1n%C3%A9%20Krytiny&query_place_id=ChIJ24tgB67dakcRLgPT4i0_h3A","Stavebniny"
"Ing. Miloš Juhás - Ľahké strešné krytiny","4.1","9","Hlavná 89/95, 95148 Jarok","Jarok",,"SK","https://www.stresnekrytiny.sk/","+421 905 598 924","Stavebniny",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ing.%20Milo%C5%A1%20Juh%C3%A1s%20-%20%C4%BDahk%C3%A9%20stre%C5%A1n%C3%A9%20krytiny&query_place_id=ChIJsSWJ9SNAa0cRzat5bhVplt4","Stavebniny"
"JC, s.r.o. - plechové strešné krytiny","4.8","4","Lúčna 828","Vranov nad Topľou",,"SK","https://www.stresneplechy.sk/","+421 915 273 158","Obchod so strešnými potrebami","Dodávateľ klimatizačných systémov","Trh so stavebnými materiálmi",,,,,,,,"https://www.google.com/maps/search/?api=1&query=JC%2C%20s.r.o.%20-%20plechov%C3%A9%20stre%C5%A1n%C3%A9%20krytiny&query_place_id=ChIJzYvbBuzIPkcRiKPKcerFyps","Obchod so strešnými potrebami"
